"GENE_NAME","Sumo","Diff","minLogP"
"G6PD","PIAS4",NA,NA
"GAPDH","NSMCE2",NA,NA
"GAPDH","PIAS1",NA,NA
"GAPDH","PIAS2","2.95","2.65"
"GAPDH","PIAS3",NA,NA
"GAPDH","PIAS4",NA,NA
"GAPVD1","NSMCE2",NA,NA
"GAPVD1","PIAS1",NA,NA
"GAPVD1","PIAS2","2.39","3.68"
"GAPVD1","PIAS3",NA,NA
"GAPVD1","PIAS4",NA,NA
"GCLC","NSMCE2",NA,NA
"GCLC","PIAS1",NA,NA
"GCLC","PIAS2","2.56","5.3"
"GCLC","PIAS3",NA,NA
"GCLC","PIAS4",NA,NA
"GLT8D1","NSMCE2",NA,NA
"GLT8D1","PIAS1",NA,NA
"GLT8D1","PIAS2",NA,NA
"GLT8D1","PIAS3","2.04","3.04"
"GLT8D1","PIAS4",NA,NA
"GNL3","NSMCE2","4","8.81"
"GNL3","PIAS1",NA,NA
"GNL3","PIAS2",NA,NA
"GNL3","PIAS3",NA,NA
"GNL3","PIAS4",NA,NA
"GOLGA5","NSMCE2",NA,NA
"GOLGA5","PIAS1",NA,NA
"GOLGA5","PIAS2",NA,NA
"GOLGA5","PIAS3","1.44","3.59"
"GOLGA5","PIAS4",NA,NA
"GOLGB1","NSMCE2",NA,NA
"GOLGB1","PIAS1",NA,NA
"GOLGB1","PIAS2",NA,NA
"GOLGB1","PIAS3","1.09","2.63"
"GOLGB1","PIAS4",NA,NA
"GOT2","NSMCE2","3.11","2.17"
"GOT2","PIAS1",NA,NA
"GOT2","PIAS2","3.24","2.35"
"GOT2","PIAS3",NA,NA
"GOT2","PIAS4",NA,NA
"GPAA1","NSMCE2",NA,NA
"GPAA1","PIAS1","1.45","4.61"
"GPAA1","PIAS2",NA,NA
"GPAA1","PIAS3",NA,NA
"GPAA1","PIAS4",NA,NA
"GPC4","NSMCE2","1.9","3.97"
"GPC4","PIAS1",NA,NA
"GPC4","PIAS2",NA,NA
"GPC4","PIAS3",NA,NA
"GPC4","PIAS4",NA,NA
"GPI","NSMCE2",NA,NA
"GPI","PIAS1",NA,NA
"GPI","PIAS2","2.61","6.79"
"GPI","PIAS3",NA,NA
"GPI","PIAS4",NA,NA
"GTF2H2C;GTF2H2","NSMCE2",NA,NA
"GTF2H2C;GTF2H2","PIAS1",NA,NA
"GTF2H2C;GTF2H2","PIAS2","1.81","2.31"
"GTF2H2C;GTF2H2","PIAS3",NA,NA
"GTF2H2C;GTF2H2","PIAS4",NA,NA
"GTF2H4","NSMCE2",NA,NA
"GTF2H4","PIAS1",NA,NA
"GTF2H4","PIAS2",NA,NA
"GTF2H4","PIAS3","1.36","5.06"
"GTF2H4","PIAS4",NA,NA
"GTSE1","NSMCE2","3.78","8.75"
"GTSE1","PIAS1",NA,NA
"GTSE1","PIAS2",NA,NA
"GTSE1","PIAS3",NA,NA
"GTSE1","PIAS4",NA,NA
"HACD2","NSMCE2",NA,NA
"HACD2","PIAS1","2.31","2.76"
"HACD2","PIAS2",NA,NA
"HACD2","PIAS3",NA,NA
"HACD2","PIAS4",NA,NA
"HAT1","NSMCE2",NA,NA
"HAT1","PIAS1",NA,NA
"HAT1","PIAS2","3.1","2.12"
"HAT1","PIAS3",NA,NA
"HAT1","PIAS4",NA,NA
"HDAC1","NSMCE2","1.83","2.69"
"HDAC1","PIAS1",NA,NA
"HDAC1","PIAS2",NA,NA
"HDAC1","PIAS3",NA,NA
"HDAC1","PIAS4",NA,NA
"HDAC9","NSMCE2","3.57","9"
"HDAC9","PIAS1",NA,NA
"HDAC9","PIAS2",NA,NA
"HDAC9","PIAS3",NA,NA
"HDAC9","PIAS4",NA,NA
"HDLBP","NSMCE2",NA,NA
"HDLBP","PIAS1",NA,NA
"HDLBP","PIAS2","2.62","2.9"
"HDLBP","PIAS3",NA,NA
"HDLBP","PIAS4",NA,NA
"HDX","NSMCE2","4.76","5.21"
"HDX","PIAS1",NA,NA
"HDX","PIAS2",NA,NA
"HDX","PIAS3",NA,NA
"HDX","PIAS4",NA,NA
"HINT1","NSMCE2",NA,NA
"HINT1","PIAS1",NA,NA
"HINT1","PIAS2","4.39","2.1"
"HINT1","PIAS3",NA,NA
"HINT1","PIAS4",NA,NA
"HIPK1","NSMCE2","3.41","2.04"
"HIPK1","PIAS1",NA,NA
"HIPK1","PIAS2",NA,NA
"HIPK1","PIAS3",NA,NA
"HIPK1","PIAS4",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BD","NSMCE2","2.3","2.76"
"HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BD","PIAS1",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BD","PIAS2",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BD","PIAS3",NA,NA
"HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BD","PIAS4",NA,NA
"HIST1H4A","NSMCE2","1.89","2.8"
"HIST1H4A","PIAS1",NA,NA
"HIST1H4A","PIAS2",NA,NA
"HIST1H4A","PIAS3",NA,NA
"HIST1H4A","PIAS4",NA,NA
"HJURP","NSMCE2","3.56","2.42"
"HJURP","PIAS1",NA,NA
"HJURP","PIAS2",NA,NA
"HJURP","PIAS3",NA,NA
"HJURP","PIAS4",NA,NA
"HMBOX1","NSMCE2","4.72","4.43"
"HMBOX1","PIAS1",NA,NA
"HMBOX1","PIAS2",NA,NA
"HMBOX1","PIAS3",NA,NA
"HMBOX1","PIAS4",NA,NA
"HMOX1","NSMCE2",NA,NA
"HMOX1","PIAS1",NA,NA
"HMOX1","PIAS2","1.51","2.5"
"HMOX1","PIAS3",NA,NA
"HMOX1","PIAS4",NA,NA
"HNRNPA0","NSMCE2","3.58","5.39"
"HNRNPA0","PIAS1",NA,NA
"HNRNPA0","PIAS2",NA,NA
"HNRNPA0","PIAS3",NA,NA
"HNRNPA0","PIAS4",NA,NA
"HNRNPA2B1","NSMCE2","4.51","2.9"
"HNRNPA2B1","PIAS1",NA,NA
"HNRNPA2B1","PIAS2",NA,NA
"HNRNPA2B1","PIAS3",NA,NA
"HNRNPA2B1","PIAS4",NA,NA
"HNRNPA3","NSMCE2","3.79","3.52"
"HNRNPA3","PIAS1",NA,NA
"HNRNPA3","PIAS2",NA,NA
"HNRNPA3","PIAS3",NA,NA
"HNRNPA3","PIAS4",NA,NA
"HNRNPC","NSMCE2","6.35","6"
"HNRNPC","PIAS1",NA,NA
"HNRNPC","PIAS2",NA,NA
"HNRNPC","PIAS3",NA,NA
"HNRNPC","PIAS4",NA,NA
"HNRNPK","NSMCE2",NA,NA
"HNRNPK","PIAS1",NA,NA
"HNRNPK","PIAS2","2.86","2.12"
"HNRNPK","PIAS3",NA,NA
"HNRNPK","PIAS4",NA,NA
"HNRNPL","NSMCE2","3.76","2.4"
"HNRNPL","PIAS1",NA,NA
"HNRNPL","PIAS2","3.61","2.21"
"HNRNPL","PIAS3",NA,NA
"HNRNPL","PIAS4",NA,NA
"HNRNPM","NSMCE2","3.54","2.85"
"HNRNPM","PIAS1",NA,NA
"HNRNPM","PIAS2",NA,NA
"HNRNPM","PIAS3",NA,NA
"HNRNPM","PIAS4",NA,NA
"HNRNPR","NSMCE2","3.59","2.47"
"HNRNPR","PIAS1",NA,NA
"HNRNPR","PIAS2","3.33","2.11"
"HNRNPR","PIAS3",NA,NA
"HNRNPR","PIAS4",NA,NA
"HSD17B4","NSMCE2",NA,NA
"HSD17B4","PIAS1",NA,NA
"HSD17B4","PIAS2","3.45","4.5"
"HSD17B4","PIAS3",NA,NA
"HSD17B4","PIAS4",NA,NA
"HSF1","NSMCE2","4.71","2.98"
"HSF1","PIAS1",NA,NA
"HSF1","PIAS2",NA,NA
"HSF1","PIAS3",NA,NA
"HSF1","PIAS4",NA,NA
"HSF2","NSMCE2","3.06","2.02"
"HSF2","PIAS1",NA,NA
"HSF2","PIAS2",NA,NA
"HSF2","PIAS3",NA,NA
"HSF2","PIAS4",NA,NA
"HSP90AA1","NSMCE2",NA,NA
"HSP90AA1","PIAS1",NA,NA
"HSP90AA1","PIAS2","3.5","5.48"
"HSP90AA1","PIAS3",NA,NA
"HSP90AA1","PIAS4",NA,NA
"HSP90AB1","NSMCE2",NA,NA
"HSP90AB1","PIAS1",NA,NA
"HSP90AB1","PIAS2","2.26","3.34"
"HSP90AB1","PIAS3",NA,NA
"HSP90AB1","PIAS4",NA,NA
"HSP90B1","NSMCE2",NA,NA
"HSP90B1","PIAS1",NA,NA
"HSP90B1","PIAS2","3.67","2.43"
"HSP90B1","PIAS3",NA,NA
"HSP90B1","PIAS4",NA,NA
"HSPA1B;HSPA1A","NSMCE2",NA,NA
"HSPA1B;HSPA1A","PIAS1",NA,NA
"HSPA1B;HSPA1A","PIAS2","2.53","2.28"
"HSPA1B;HSPA1A","PIAS3",NA,NA
"HSPA1B;HSPA1A","PIAS4",NA,NA
"HSPA5","NSMCE2",NA,NA
"HSPA5","PIAS1",NA,NA
"HSPA5","PIAS2","4.47","2.47"
"HSPA5","PIAS3",NA,NA
"HSPA5","PIAS4",NA,NA
"HSPA6","NSMCE2","4.05","2.51"
"HSPA6","PIAS1",NA,NA
"HSPA6","PIAS2","3.74","2.13"
"HSPA6","PIAS3",NA,NA
"HSPA6","PIAS4",NA,NA
"HSPA8","NSMCE2","3.04","2.61"
"HSPA8","PIAS1",NA,NA
"HSPA8","PIAS2",NA,NA
"HSPA8","PIAS3",NA,NA
"HSPA8","PIAS4",NA,NA
"HSPA9","NSMCE2","4.72","2.07"
"HSPA9","PIAS1",NA,NA
"HSPA9","PIAS2","5.17","2.51"
"HSPA9","PIAS3",NA,NA
"HSPA9","PIAS4",NA,NA
"HSPD1","NSMCE2","2.97","2.09"
"HSPD1","PIAS1",NA,NA
"HSPD1","PIAS2","3.18","2.39"
"HSPD1","PIAS3",NA,NA
"HSPD1","PIAS4",NA,NA
"HYOU1","NSMCE2",NA,NA
"HYOU1","PIAS1",NA,NA
"HYOU1","PIAS2","3.88","10.28"
"HYOU1","PIAS3",NA,NA
"HYOU1","PIAS4",NA,NA
"IDE","NSMCE2",NA,NA
"IDE","PIAS1",NA,NA
"IDE","PIAS2","1.94","2.48"
"IDE","PIAS3",NA,NA
"IDE","PIAS4",NA,NA
"IFIT5","NSMCE2",NA,NA
"IFIT5","PIAS1",NA,NA
"IFIT5","PIAS2","2.61","3.59"
"IFIT5","PIAS3",NA,NA
"IFIT5","PIAS4",NA,NA
"IK","NSMCE2","1.4","2.63"
"IK","PIAS1",NA,NA
"IK","PIAS2",NA,NA
"IK","PIAS3",NA,NA
"IK","PIAS4",NA,NA
"IMPAD1","NSMCE2",NA,NA
"IMPAD1","PIAS1",NA,NA
"IMPAD1","PIAS2","3.5","5.07"
"IMPAD1","PIAS3",NA,NA
"IMPAD1","PIAS4",NA,NA
"IMPDH2","NSMCE2",NA,NA
"IMPDH2","PIAS1",NA,NA
"IMPDH2","PIAS2","2.64","5.92"
"IMPDH2","PIAS3",NA,NA
"IMPDH2","PIAS4",NA,NA
"INO80","NSMCE2","1.95","3.72"
"INO80","PIAS1",NA,NA
"INO80","PIAS2",NA,NA
"INO80","PIAS3",NA,NA
"INO80","PIAS4",NA,NA
"INTS10","NSMCE2",NA,NA
"INTS10","PIAS1",NA,NA
"INTS10","PIAS2","3.09","2.53"
"INTS10","PIAS3",NA,NA
"INTS10","PIAS4",NA,NA
"INTS12","NSMCE2","3.53","5.39"
"INTS12","PIAS1",NA,NA
"INTS12","PIAS2",NA,NA
"INTS12","PIAS3",NA,NA
"INTS12","PIAS4",NA,NA
"INTS7","NSMCE2",NA,NA
"INTS7","PIAS1",NA,NA
"INTS7","PIAS2","2.91","2.55"
"INTS7","PIAS3",NA,NA
"INTS7","PIAS4",NA,NA
"IQGAP1","NSMCE2",NA,NA
"IQGAP1","PIAS1",NA,NA
"IQGAP1","PIAS2","2.6","3.4"
"IQGAP1","PIAS3",NA,NA
"IQGAP1","PIAS4",NA,NA
"IRS1","NSMCE2",NA,NA
"IRS1","PIAS1",NA,NA
"IRS1","PIAS2","2.83","5.05"
"IRS1","PIAS3",NA,NA
"IRS1","PIAS4",NA,NA
"ITM2B","NSMCE2",NA,NA
"ITM2B","PIAS1",NA,NA
"ITM2B","PIAS2","3.52","3.82"
"ITM2B","PIAS3",NA,NA
"ITM2B","PIAS4",NA,NA
"ITPR3","NSMCE2",NA,NA
"ITPR3","PIAS1",NA,NA
"ITPR3","PIAS2","4.03","2.31"
"ITPR3","PIAS3",NA,NA
"ITPR3","PIAS4",NA,NA
"ITPRIPL2","NSMCE2",NA,NA
"ITPRIPL2","PIAS1",NA,NA
"ITPRIPL2","PIAS2",NA,NA
"ITPRIPL2","PIAS3","2.64","2.9"
"ITPRIPL2","PIAS4",NA,NA
"IVD","NSMCE2",NA,NA
"IVD","PIAS1",NA,NA
"IVD","PIAS2","3.25","3.16"
"IVD","PIAS3",NA,NA
"IVD","PIAS4",NA,NA
"KANSL1","NSMCE2","2.98","2.97"
"KANSL1","PIAS1",NA,NA
"KANSL1","PIAS2",NA,NA
"KANSL1","PIAS3",NA,NA
"KANSL1","PIAS4",NA,NA
"KAT7","NSMCE2","1.92","5.43"
"KAT7","PIAS1",NA,NA
"KAT7","PIAS2",NA,NA
"KAT7","PIAS3",NA,NA
"KAT7","PIAS4",NA,NA
"KCTD15","NSMCE2","4.01","3.28"
"KCTD15","PIAS1",NA,NA
"KCTD15","PIAS2",NA,NA
"KCTD15","PIAS3",NA,NA
"KCTD15","PIAS4",NA,NA
"KDM4A","NSMCE2","3.19","3.84"
"KDM4A","PIAS1",NA,NA
"KDM4A","PIAS2",NA,NA
"KDM4A","PIAS3",NA,NA
"KDM4A","PIAS4",NA,NA
"KDM5B","NSMCE2","3.28","2.76"
"KDM5B","PIAS1",NA,NA
"KDM5B","PIAS2",NA,NA
"KDM5B","PIAS3",NA,NA
"KDM5B","PIAS4",NA,NA
"KIAA0020","NSMCE2","2.68","4.64"
"KIAA0020","PIAS1",NA,NA
"KIAA0020","PIAS2",NA,NA
"KIAA0020","PIAS3",NA,NA
"KIAA0020","PIAS4",NA,NA
"KIAA1551","NSMCE2","4.21","8.02"
"KIAA1551","PIAS1",NA,NA
"KIAA1551","PIAS2",NA,NA
"KIAA1551","PIAS3",NA,NA
"KIAA1551","PIAS4",NA,NA
"KIF18A","NSMCE2","2.07","2.12"
"KIF18A","PIAS1",NA,NA
"KIF18A","PIAS2",NA,NA
"KIF18A","PIAS3",NA,NA
"KIF18A","PIAS4",NA,NA
"KIF20B","NSMCE2","6.84","1.97"
"KIF20B","PIAS1",NA,NA
"KIF20B","PIAS2","7.29","2.24"
"KIF20B","PIAS3",NA,NA
"KIF20B","PIAS4",NA,NA
"KIF23","NSMCE2","3.22","4.95"
"KIF23","PIAS1",NA,NA
"KIF23","PIAS2",NA,NA
"KIF23","PIAS3",NA,NA
"KIF23","PIAS4",NA,NA
"KIFAP3","NSMCE2",NA,NA
"KIFAP3","PIAS1",NA,NA
"KIFAP3","PIAS2",NA,NA
"KIFAP3","PIAS3","2.67","2.93"
"KIFAP3","PIAS4",NA,NA
"KLF5","NSMCE2",NA,NA
"KLF5","PIAS1",NA,NA
"KLF5","PIAS2",NA,NA
"KLF5","PIAS3",NA,NA
"KLF5","PIAS4","3.74","3.91"
"KRT9","NSMCE2","1.77","2.61"
"KRT9","PIAS1",NA,NA
"KRT9","PIAS2",NA,NA
"KRT9","PIAS3",NA,NA
"KRT9","PIAS4",NA,NA
"L1CAM","NSMCE2",NA,NA
"L1CAM","PIAS1",NA,NA
"L1CAM","PIAS2",NA,NA
"L1CAM","PIAS3","1.18","3.67"
"L1CAM","PIAS4",NA,NA
"L3MBTL2","NSMCE2","3.54","2.19"
"L3MBTL2","PIAS1",NA,NA
"L3MBTL2","PIAS2",NA,NA
"L3MBTL2","PIAS3",NA,NA
"L3MBTL2","PIAS4",NA,NA
"LAS1L","NSMCE2","3.89","4.75"
"LAS1L","PIAS1",NA,NA
"LAS1L","PIAS2",NA,NA
"LAS1L","PIAS3",NA,NA
"LAS1L","PIAS4",NA,NA
"LAYN","NSMCE2",NA,NA
"LAYN","PIAS1",NA,NA
"LAYN","PIAS2",NA,NA
"LAYN","PIAS3","3.66","4.65"
"LAYN","PIAS4",NA,NA
"LAZSUL","NSMCE2","5.73","4.51"
"LAZSUL","PIAS1",NA,NA
"LAZSUL","PIAS2",NA,NA
"LAZSUL","PIAS3",NA,NA
"LAZSUL","PIAS4",NA,NA
"LDHA","NSMCE2",NA,NA
"LDHA","PIAS1",NA,NA
"LDHA","PIAS2","2.81","2.06"
"LDHA","PIAS3",NA,NA
"LDHA","PIAS4",NA,NA
"LMAN2L","NSMCE2",NA,NA
"LMAN2L","PIAS1",NA,NA
"LMAN2L","PIAS2",NA,NA
"LMAN2L","PIAS3","1.06","2.72"
"LMAN2L","PIAS4",NA,NA
"LMNB1","NSMCE2","4.27","2.2"
"LMNB1","PIAS1",NA,NA
"LMNB1","PIAS2",NA,NA
"LMNB1","PIAS3",NA,NA
"LMNB1","PIAS4",NA,NA
"LMNB2","NSMCE2","3.25","2.21"
"LMNB2","PIAS1",NA,NA
"LMNB2","PIAS2",NA,NA
"LMNB2","PIAS3",NA,NA
"LMNB2","PIAS4",NA,NA
"LRCH4","NSMCE2",NA,NA
"LRCH4","PIAS1",NA,NA
"LRCH4","PIAS2",NA,NA
"LRCH4","PIAS3","0.8","3.44"
"LRCH4","PIAS4",NA,NA
"LRP6","NSMCE2",NA,NA
"LRP6","PIAS1",NA,NA
"LRP6","PIAS2",NA,NA
"LRP6","PIAS3","2.47","5.26"
"LRP6","PIAS4",NA,NA
"LRRC8A","NSMCE2",NA,NA
"LRRC8A","PIAS1","3.43","2.97"
"LRRC8A","PIAS2",NA,NA
"LRRC8A","PIAS3",NA,NA
"LRRC8A","PIAS4",NA,NA
"LSR","NSMCE2",NA,NA
"LSR","PIAS1","1.15","3.24"
"LSR","PIAS2",NA,NA
"LSR","PIAS3",NA,NA
"LSR","PIAS4",NA,NA
"MAF","NSMCE2",NA,NA
"MAF","PIAS1",NA,NA
"MAF","PIAS2","3.3","4.91"
"MAF","PIAS3",NA,NA
"MAF","PIAS4",NA,NA
"MAFG","NSMCE2","3.15","2.88"
"MAFG","PIAS1",NA,NA
"MAFG","PIAS2",NA,NA
"MAFG","PIAS3",NA,NA
"MAFG","PIAS4",NA,NA
"MAGEA4","NSMCE2",NA,NA
"MAGEA4","PIAS1",NA,NA
"MAGEA4","PIAS2","3.33","8.79"
"MAGEA4","PIAS3",NA,NA
"MAGEA4","PIAS4",NA,NA
"MAGED1","NSMCE2",NA,NA
"MAGED1","PIAS1",NA,NA
"MAGED1","PIAS2","3.2","4.16"
"MAGED1","PIAS3",NA,NA
"MAGED1","PIAS4",NA,NA
"MAGOHB;MAGOH","NSMCE2",NA,NA
"MAGOHB;MAGOH","PIAS1",NA,NA
"MAGOHB;MAGOH","PIAS2","2.31","2.47"
"MAGOHB;MAGOH","PIAS3",NA,NA
"MAGOHB;MAGOH","PIAS4",NA,NA
"MCM10","NSMCE2","4.95","5.87"
"MCM10","PIAS1",NA,NA
"MCM10","PIAS2",NA,NA
"MCM10","PIAS3",NA,NA
"MCM10","PIAS4",NA,NA
"MED16","NSMCE2",NA,NA
"MED16","PIAS1",NA,NA
"MED16","PIAS2",NA,NA
"MED16","PIAS3","1.72","2.98"
"MED16","PIAS4",NA,NA
"MED6","NSMCE2","3.04","6.6"
"MED6","PIAS1",NA,NA
"MED6","PIAS2",NA,NA
"MED6","PIAS3",NA,NA
"MED6","PIAS4",NA,NA
"MEF2D","NSMCE2","3.41","3.85"
"MEF2D","PIAS1",NA,NA
"MEF2D","PIAS2",NA,NA
"MEF2D","PIAS3",NA,NA
"MEF2D","PIAS4",NA,NA
"MEIS1","NSMCE2",NA,NA
"MEIS1","PIAS1",NA,NA
"MEIS1","PIAS2","2.81","3.21"
"MEIS1","PIAS3",NA,NA
"MEIS1","PIAS4",NA,NA
"MFAP3L","NSMCE2",NA,NA
"MFAP3L","PIAS1","1.91","2.95"
"MFAP3L","PIAS2",NA,NA
"MFAP3L","PIAS3",NA,NA
"MFAP3L","PIAS4",NA,NA
"MFSD10","NSMCE2",NA,NA
"MFSD10","PIAS1","3.97","2.33"
"MFSD10","PIAS2",NA,NA
"MFSD10","PIAS3",NA,NA
"MFSD10","PIAS4",NA,NA
"MGA","NSMCE2","4.83","3.1"
"MGA","PIAS1",NA,NA
"MGA","PIAS2",NA,NA
"MGA","PIAS3",NA,NA
"MGA","PIAS4",NA,NA
"MIS18BP1","NSMCE2","5.62","3.42"
"MIS18BP1","PIAS1",NA,NA
"MIS18BP1","PIAS2",NA,NA
"MIS18BP1","PIAS3",NA,NA
"MIS18BP1","PIAS4",NA,NA
"MKI67","NSMCE2","2.49","2.76"
"MKI67","PIAS1",NA,NA
"MKI67","PIAS2",NA,NA
"MKI67","PIAS3",NA,NA
"MKI67","PIAS4",NA,NA
"MMP15","NSMCE2",NA,NA
"MMP15","PIAS1","2.53","6.82"
"MMP15","PIAS2",NA,NA
"MMP15","PIAS3",NA,NA
"MMP15","PIAS4",NA,NA
"MORC2","NSMCE2","2.98","4.12"
"MORC2","PIAS1",NA,NA
"MORC2","PIAS2",NA,NA
"MORC2","PIAS3",NA,NA
"MORC2","PIAS4",NA,NA
"MPHOSPH10","NSMCE2","6.14","12.62"
"MPHOSPH10","PIAS1",NA,NA
"MPHOSPH10","PIAS2",NA,NA
"MPHOSPH10","PIAS3",NA,NA
"MPHOSPH10","PIAS4",NA,NA
"MRS2","NSMCE2",NA,NA
"MRS2","PIAS1",NA,NA
"MRS2","PIAS2",NA,NA
"MRS2","PIAS3","2.63","2.24"
"MRS2","PIAS4",NA,NA
"MSANTD4","NSMCE2","6.61","3.34"
"MSANTD4","PIAS1",NA,NA
"MSANTD4","PIAS2",NA,NA
"MSANTD4","PIAS3",NA,NA
"MSANTD4","PIAS4",NA,NA
"MSH6","NSMCE2","3.7","4"
"MSH6","PIAS1",NA,NA
"MSH6","PIAS2",NA,NA
"MSH6","PIAS3",NA,NA
"MSH6","PIAS4",NA,NA
"MSN","NSMCE2",NA,NA
"MSN","PIAS1",NA,NA
"MSN","PIAS2","3.45","2.57"
"MSN","PIAS3",NA,NA
"MSN","PIAS4",NA,NA
"MTMR1","NSMCE2",NA,NA
"MTMR1","PIAS1",NA,NA
"MTMR1","PIAS2",NA,NA
"MTMR1","PIAS3","2.56","4.38"
"MTMR1","PIAS4",NA,NA
"MTPAP","NSMCE2","1.13","3.64"
"MTPAP","PIAS1",NA,NA
"MTPAP","PIAS2",NA,NA
"MTPAP","PIAS3",NA,NA
"MTPAP","PIAS4",NA,NA
"MTUS1","NSMCE2","4.36","8.21"
"MTUS1","PIAS1",NA,NA
"MTUS1","PIAS2",NA,NA
"MTUS1","PIAS3",NA,NA
"MTUS1","PIAS4",NA,NA
"MYC","NSMCE2","4.38","11.04"
"MYC","PIAS1",NA,NA
"MYC","PIAS2",NA,NA
"MYC","PIAS3",NA,NA
"MYC","PIAS4",NA,NA
"MYDGF","NSMCE2",NA,NA
"MYDGF","PIAS1",NA,NA
"MYDGF","PIAS2","2.58","2.07"
"MYDGF","PIAS3",NA,NA
"MYDGF","PIAS4",NA,NA
"MYH9","NSMCE2",NA,NA
"MYH9","PIAS1",NA,NA
"MYH9","PIAS2","2.22","3.67"
"MYH9","PIAS3",NA,NA
"MYH9","PIAS4",NA,NA
"NAB1","NSMCE2","6.21","5.73"
"NAB1","PIAS1",NA,NA
"NAB1","PIAS2",NA,NA
"NAB1","PIAS3",NA,NA
"NAB1","PIAS4",NA,NA
"NAB2","NSMCE2","4.52","2.61"
"NAB2","PIAS1",NA,NA
"NAB2","PIAS2",NA,NA
"NAB2","PIAS3",NA,NA
"NAB2","PIAS4",NA,NA
"NAP1L3","NSMCE2","3.89","7.81"
"NAP1L3","PIAS1",NA,NA
"NAP1L3","PIAS2",NA,NA
"NAP1L3","PIAS3",NA,NA
"NAP1L3","PIAS4",NA,NA
"NCAM1","NSMCE2",NA,NA
"NCAM1","PIAS1","0.84","4.29"
"NCAM1","PIAS2",NA,NA
"NCAM1","PIAS3",NA,NA
"NCAM1","PIAS4",NA,NA
"NCL","NSMCE2","4.51","3.53"
"NCL","PIAS1",NA,NA
"NCL","PIAS2",NA,NA
"NCL","PIAS3",NA,NA
"NCL","PIAS4",NA,NA
"NDUFB8","NSMCE2",NA,NA
"NDUFB8","PIAS1",NA,NA
"NDUFB8","PIAS2",NA,NA
"NDUFB8","PIAS3","0.76","4.03"
"NDUFB8","PIAS4",NA,NA
"NELFCD","NSMCE2",NA,NA
"NELFCD","PIAS1",NA,NA
"NELFCD","PIAS2","2.33","3.72"
"NELFCD","PIAS3",NA,NA
"NELFCD","PIAS4",NA,NA
"NES","NSMCE2",NA,NA
"NES","PIAS1",NA,NA
"NES","PIAS2","3.8","2.81"
"NES","PIAS3",NA,NA
"NES","PIAS4",NA,NA
"NHP2","NSMCE2","4.24","9.66"
"NHP2","PIAS1",NA,NA
"NHP2","PIAS2",NA,NA
"NHP2","PIAS3",NA,NA
"NHP2","PIAS4",NA,NA
"NIFK","NSMCE2","7.39","12.13"
"NIFK","PIAS1",NA,NA
"NIFK","PIAS2",NA,NA
"NIFK","PIAS3",NA,NA
"NIFK","PIAS4",NA,NA
"NIPA1","NSMCE2","4.71","2.88"
"NIPA1","PIAS1",NA,NA
"NIPA1","PIAS2",NA,NA
"NIPA1","PIAS3",NA,NA
"NIPA1","PIAS4",NA,NA
"NKD1","NSMCE2",NA,NA
"NKD1","PIAS1",NA,NA
"NKD1","PIAS2","1.27","2.89"
"NKD1","PIAS3",NA,NA
"NKD1","PIAS4",NA,NA
"NKD2","NSMCE2",NA,NA
"NKD2","PIAS1",NA,NA
"NKD2","PIAS2",NA,NA
"NKD2","PIAS3","0.78","4.75"
"NKD2","PIAS4",NA,NA
"NOL10","NSMCE2","4.3","8.46"
"NOL10","PIAS1",NA,NA
"NOL10","PIAS2",NA,NA
"NOL10","PIAS3",NA,NA
"NOL10","PIAS4",NA,NA
"NOLC1","NSMCE2","4.08","9.62"
"NOLC1","PIAS1",NA,NA
"NOLC1","PIAS2",NA,NA
"NOLC1","PIAS3",NA,NA
"NOLC1","PIAS4",NA,NA
"NOP2","NSMCE2","5.86","4.91"
"NOP2","PIAS1",NA,NA
"NOP2","PIAS2",NA,NA
"NOP2","PIAS3",NA,NA
"NOP2","PIAS4",NA,NA
"NOP58","NSMCE2","5.6","5.34"
"NOP58","PIAS1",NA,NA
"NOP58","PIAS2",NA,NA
"NOP58","PIAS3",NA,NA
"NOP58","PIAS4",NA,NA
"NPAT","NSMCE2","5.41","3.26"
"NPAT","PIAS1",NA,NA
"NPAT","PIAS2",NA,NA
"NPAT","PIAS3",NA,NA
"NPAT","PIAS4",NA,NA
"NPEPPS;NPEPPSL1","NSMCE2",NA,NA
"NPEPPS;NPEPPSL1","PIAS1",NA,NA
"NPEPPS;NPEPPSL1","PIAS2","1.41","3.54"
"NPEPPS;NPEPPSL1","PIAS3",NA,NA
"NPEPPS;NPEPPSL1","PIAS4",NA,NA
"NPM1","NSMCE2","4.48","3.35"
"NPM1","PIAS1",NA,NA
"NPM1","PIAS2",NA,NA
"NPM1","PIAS3",NA,NA
"NPM1","PIAS4",NA,NA
"NSMCE2","NSMCE2","16.97","9.01"
"NSMCE2","PIAS1",NA,NA
"NSMCE2","PIAS2",NA,NA
