"GENE_NAME","Sumo","Diff","minLogP","SATT index"
"SUMO3","PIAS4",1.25,2.76,0.46
"TCOF1","NSMCE2",8.75,5.15,0.92
"TCOF1","PIAS1",NA,NA,NA
"TCOF1","PIAS2",NA,NA,NA
"TCOF1","PIAS3",NA,NA,NA
"TCOF1","PIAS4",NA,NA,NA
"TERF2IP","NSMCE2",3.49,3.36,0.3
"TERF2IP","PIAS1",NA,NA,NA
"TERF2IP","PIAS2",NA,NA,NA
"TERF2IP","PIAS3",NA,NA,NA
"TERF2IP","PIAS4",NA,NA,NA
"TMX4","NSMCE2",1.33,0.94,0.08
"TMX4","PIAS1",NA,NA,NA
"TMX4","PIAS2",NA,NA,NA
"TMX4","PIAS3",NA,NA,NA
"TMX4","PIAS4",NA,NA,NA
"TNRC18","NSMCE2",2.01,1.21,0.06
"TNRC18","PIAS1",NA,NA,NA
"TNRC18","PIAS2",NA,NA,NA
"TNRC18","PIAS3",NA,NA,NA
"TNRC18","PIAS4",2.08,0.95,0.05
"TOP2A","NSMCE2",1.38,4.47,-0.1
"TOP2A","PIAS1",0.73,1.45,-0.07
"TOP2A","PIAS2",NA,NA,NA
"TOP2A","PIAS3",NA,NA,NA
"TOP2A","PIAS4",1.04,2.52,0.04
"TOP2B","NSMCE2",6.69,4.32,0.09
"TOP2B","PIAS1",2.9,1.8,0.96
"TOP2B","PIAS2",2.58,2.98,-0.52
"TOP2B","PIAS3",NA,NA,NA
"TOP2B","PIAS4",3,2.76,0.27
"TOPORS","NSMCE2",9.99,6.61,0.06
"TOPORS","PIAS1",4.69,4.11,-0.4
"TOPORS","PIAS2",3.93,4.96,-0.55
"TOPORS","PIAS3",NA,NA,NA
"TOPORS","PIAS4",7.65,6.45,0.07
"TRIM28","NSMCE2",7.12,4.32,0.15
"TRIM28","PIAS1",7.47,4.85,0.18
"TRIM28","PIAS2",2.66,5.34,0.2
"TRIM28","PIAS3",NA,NA,NA
"TRIM28","PIAS4",8.76,6.48,0.15
"TRIM33","NSMCE2",7.62,4.92,0.04
"TRIM33","PIAS1",5.94,4.3,0.11
"TRIM33","PIAS2",2.1,1.27,-1.02
"TRIM33","PIAS3",NA,NA,NA
"TRIM33","PIAS4",3.23,2.48,-0.63
"USP39","NSMCE2",0.72,2.53,1
"USP39","PIAS1",NA,NA,NA
"USP39","PIAS2",0.33,2.28,-0.53
"USP39","PIAS3",NA,NA,NA
"USP39","PIAS4",NA,NA,NA
"UTP14A","NSMCE2",6.44,5.26,0.91
"UTP14A","PIAS1",NA,NA,NA
"UTP14A","PIAS2",NA,NA,NA
"UTP14A","PIAS3",NA,NA,NA
"UTP14A","PIAS4",NA,NA,NA
"UTP18","NSMCE2",2.56,3.91,0.3
"UTP18","PIAS1",NA,NA,NA
"UTP18","PIAS2",NA,NA,NA
"UTP18","PIAS3",NA,NA,NA
"UTP18","PIAS4",4.47,3.11,0.18
"UTP3","NSMCE2",4.82,5.34,1.09
"UTP3","PIAS1",NA,NA,NA
"UTP3","PIAS2",NA,NA,NA
"UTP3","PIAS3",NA,NA,NA
"UTP3","PIAS4",NA,NA,NA
"WDR43","NSMCE2",1.4,2.35,0.65
"WDR43","PIAS1",NA,NA,NA
"WDR43","PIAS2",NA,NA,NA
"WDR43","PIAS3",NA,NA,NA
"WDR43","PIAS4",NA,NA,NA
"WDR75","NSMCE2",NA,NA,NA
"WDR75","PIAS1",NA,NA,NA
"WDR75","PIAS2",1.31,1.36,0.08
"WDR75","PIAS3",NA,NA,NA
"WDR75","PIAS4",NA,NA,NA
"WIZ","NSMCE2",6.21,5.63,-0.04
"WIZ","PIAS1",5.83,6.17,0.43
"WIZ","PIAS2",4.28,4.39,0.03
"WIZ","PIAS3",NA,NA,NA
"WIZ","PIAS4",6.75,5.83,0.23
"XPC","NSMCE2",NA,NA,NA
"XPC","PIAS1",0.14,0.27,4.36
"XPC","PIAS2",NA,NA,NA
"XPC","PIAS3",NA,NA,NA
"XPC","PIAS4",NA,NA,NA
"XRCC5","NSMCE2",0.97,2.29,-0.43
"XRCC5","PIAS1",NA,NA,NA
"XRCC5","PIAS2",NA,NA,NA
"XRCC5","PIAS3",NA,NA,NA
"XRCC5","PIAS4",4.02,4.43,0.04
"YEATS2","NSMCE2",8.62,7.72,0.04
"YEATS2","PIAS1",4.91,3.58,-0.08
"YEATS2","PIAS2",4.81,1.78,0.17
"YEATS2","PIAS3",NA,NA,NA
"YEATS2","PIAS4",5.19,4.72,-0.06
"YY1AP1","NSMCE2",2.52,1.15,-0.77
"YY1AP1","PIAS1",NA,NA,NA
"YY1AP1","PIAS2",NA,NA,NA
"YY1AP1","PIAS3",NA,NA,NA
"YY1AP1","PIAS4",4.63,5.38,0.11
"ZBTB1","NSMCE2",4.43,4.3,0.05
"ZBTB1","PIAS1",NA,NA,NA
"ZBTB1","PIAS2",NA,NA,NA
"ZBTB1","PIAS3",NA,NA,NA
"ZBTB1","PIAS4",6.45,5.12,0.27
"ZBTB12","NSMCE2",6.41,4.76,0.14
"ZBTB12","PIAS1",NA,NA,NA
"ZBTB12","PIAS2",NA,NA,NA
"ZBTB12","PIAS3",NA,NA,NA
"ZBTB12","PIAS4",5.17,3.91,0.22
"ZBTB2","NSMCE2",6.57,6.26,0.25
"ZBTB2","PIAS1",NA,NA,NA
"ZBTB2","PIAS2",NA,NA,NA
"ZBTB2","PIAS3",NA,NA,NA
"ZBTB2","PIAS4",NA,NA,NA
"ZBTB20","NSMCE2",5.51,5.02,0.11
"ZBTB20","PIAS1",NA,NA,NA
"ZBTB20","PIAS2",NA,NA,NA
"ZBTB20","PIAS3",NA,NA,NA
"ZBTB20","PIAS4",4.12,4.28,0.15
"ZBTB25","NSMCE2",5.17,5.61,0.07
"ZBTB25","PIAS1",NA,NA,NA
"ZBTB25","PIAS2",NA,NA,NA
"ZBTB25","PIAS3",NA,NA,NA
"ZBTB25","PIAS4",3.1,1.6,-0.08
"ZBTB33","NSMCE2",8.88,5.84,0.02
"ZBTB33","PIAS1",6.43,7.26,-0.02
"ZBTB33","PIAS2",5.16,4.27,-0.11
"ZBTB33","PIAS3",NA,NA,NA
"ZBTB33","PIAS4",6.88,6.1,-0.04
"ZBTB38","NSMCE2",8.08,6.24,0.24
"ZBTB38","PIAS1",5.48,6.48,0.3
"ZBTB38","PIAS2",NA,NA,NA
"ZBTB38","PIAS3",NA,NA,NA
"ZBTB38","PIAS4",6.63,4.86,0.1
"ZBTB5","NSMCE2",8.11,5.29,0.23
"ZBTB5","PIAS1",4.64,4.78,0.16
"ZBTB5","PIAS2",NA,NA,NA
"ZBTB5","PIAS3",NA,NA,NA
"ZBTB5","PIAS4",5.02,4.44,0.54
"ZBTB9","NSMCE2",8.46,4.89,0.05
"ZBTB9","PIAS1",6.32,4.82,-0.01
"ZBTB9","PIAS2",NA,NA,NA
"ZBTB9","PIAS3",NA,NA,NA
"ZBTB9","PIAS4",7.48,7.6,0.13
"ZC3H11A","NSMCE2",5.73,6.38,0.01
"ZC3H11A","PIAS1",NA,NA,NA
"ZC3H11A","PIAS2",NA,NA,NA
"ZC3H11A","PIAS3",NA,NA,NA
"ZC3H11A","PIAS4",5.76,5.14,0.13
"ZCCHC7","NSMCE2",7.83,3.72,0.21
"ZCCHC7","PIAS1",NA,NA,NA
"ZCCHC7","PIAS2",NA,NA,NA
"ZCCHC7","PIAS3",NA,NA,NA
"ZCCHC7","PIAS4",NA,NA,NA
"ZEB1","NSMCE2",4.21,7.01,0.01
"ZEB1","PIAS1",NA,NA,NA
"ZEB1","PIAS2",NA,NA,NA
"ZEB1","PIAS3",NA,NA,NA
"ZEB1","PIAS4",4.47,1.93,0.12
"ZHX1","NSMCE2",1.66,0.76,-1.71
"ZHX1","PIAS1",NA,NA,NA
"ZHX1","PIAS2",NA,NA,NA
"ZHX1","PIAS3",NA,NA,NA
"ZHX1","PIAS4",NA,NA,NA
"ZMYM2","NSMCE2",8.47,4.71,0.05
"ZMYM2","PIAS1",5.8,3.96,0.59
"ZMYM2","PIAS2",4.35,4.44,0
"ZMYM2","PIAS3",NA,NA,NA
"ZMYM2","PIAS4",6.15,6.31,0.37
"ZMYM4","NSMCE2",8.76,4.35,0.16
"ZMYM4","PIAS1",6.67,1.8,0.26
"ZMYM4","PIAS2",6.25,3.07,0.15
"ZMYM4","PIAS3",NA,NA,NA
"ZMYM4","PIAS4",6.51,1.93,0.09
"ZNF106","NSMCE2",5.28,6.44,0.1
"ZNF106","PIAS1",2.81,3.14,-0.2
"ZNF106","PIAS2",NA,NA,NA
"ZNF106","PIAS3",NA,NA,NA
"ZNF106","PIAS4",5.04,4.25,0.35
"ZNF131","NSMCE2",3.69,5.46,0.32
"ZNF131","PIAS1",NA,NA,NA
"ZNF131","PIAS2",NA,NA,NA
"ZNF131","PIAS3",NA,NA,NA
"ZNF131","PIAS4",NA,NA,NA
"ZNF251","NSMCE2",1.5,1.08,1.2
"ZNF251","PIAS1",NA,NA,NA
"ZNF251","PIAS2",NA,NA,NA
"ZNF251","PIAS3",NA,NA,NA
"ZNF251","PIAS4",2.41,1.85,0.72
"ZNF280C","NSMCE2",0.59,2.78,0.66
"ZNF280C","PIAS1",0.82,2.85,0.76
"ZNF280C","PIAS2",0.5,1.66,-0.09
"ZNF280C","PIAS3",NA,NA,NA
"ZNF280C","PIAS4",1.45,3.38,0.15
"ZNF318","NSMCE2",1.01,0.76,1.43
"ZNF318","PIAS1",NA,NA,NA
"ZNF318","PIAS2",NA,NA,NA
"ZNF318","PIAS3",NA,NA,NA
"ZNF318","PIAS4",NA,NA,NA
"ZNF445","NSMCE2",5.98,5.79,0.22
"ZNF445","PIAS1",NA,NA,NA
"ZNF445","PIAS2",NA,NA,NA
"ZNF445","PIAS3",NA,NA,NA
"ZNF445","PIAS4",2.7,1.46,0.46
"ZNF451","NSMCE2",4.11,6.29,0.06
"ZNF451","PIAS1",1.55,2.06,0.29
"ZNF451","PIAS2",NA,NA,NA
"ZNF451","PIAS3",NA,NA,NA
"ZNF451","PIAS4",3.71,1.9,0.07
"ZNF462","NSMCE2",2.89,3.71,0.28
"ZNF462","PIAS1",3.26,1.93,0.69
"ZNF462","PIAS2",1.42,2.52,0.07
"ZNF462","PIAS3",NA,NA,NA
"ZNF462","PIAS4",3.95,2.17,0.12
"ZNF518A","NSMCE2",3.31,5.71,-0.09
"ZNF518A","PIAS1",2.81,2.56,0.56
"ZNF518A","PIAS2",NA,NA,NA
"ZNF518A","PIAS3",NA,NA,NA
"ZNF518A","PIAS4",4.86,2.73,0.24
"ZNF608","NSMCE2",NA,NA,NA
"ZNF608","PIAS1",0.58,1.48,1.58
"ZNF608","PIAS2",NA,NA,NA
"ZNF608","PIAS3",NA,NA,NA
"ZNF608","PIAS4",NA,NA,NA
"ZNF644","NSMCE2",1.57,3.83,-0.31
"ZNF644","PIAS1",1.73,1.81,0.27
"ZNF644","PIAS2",NA,NA,NA
"ZNF644","PIAS3",NA,NA,NA
"ZNF644","PIAS4",5.22,3.77,0.12
"ZNF687","NSMCE2",1.79,4.6,0.67
"ZNF687","PIAS1",3.55,4.19,0.39
"ZNF687","PIAS2",NA,NA,NA
"ZNF687","PIAS3",NA,NA,NA
"ZNF687","PIAS4",3.37,3.51,0.84
"ZNF800","NSMCE2",1.78,3.14,1.58
"ZNF800","PIAS1",NA,NA,NA
"ZNF800","PIAS2",NA,NA,NA
"ZNF800","PIAS3",NA,NA,NA
"ZNF800","PIAS4",NA,NA,NA
"ZNF827","NSMCE2",7.66,7.34,0.15
"ZNF827","PIAS1",4.01,3.22,0.35
"ZNF827","PIAS2",NA,NA,NA
"ZNF827","PIAS3",NA,NA,NA
"ZNF827","PIAS4",6.51,6.98,0.15
"ZNHIT6","NSMCE2",4.33,4.33,-0.17
"ZNHIT6","PIAS1",NA,NA,NA
"ZNHIT6","PIAS2",NA,NA,NA
"ZNHIT6","PIAS3",NA,NA,NA
"ZNHIT6","PIAS4",5.51,3.3,-0.14
"ZXDC","NSMCE2",3.82,4.45,0.05
"ZXDC","PIAS1",NA,NA,NA
"ZXDC","PIAS2",NA,NA,NA
"ZXDC","PIAS3",NA,NA,NA
"ZXDC","PIAS4",4.56,4.67,0.47
