"GENE_NAME","Sumo","Diff","minLogP","SATT index"
"CTCF","NSMCE2",3.13,1.26,0.22
"CTCF","PIAS1",NA,NA,NA
"CTCF","PIAS2",NA,NA,NA
"CTCF","PIAS3",NA,NA,NA
"CTCF","PIAS4",NA,NA,NA
"DDX18","NSMCE2",1.96,1.49,0.06
"DDX18","PIAS1",NA,NA,NA
"DDX18","PIAS2",NA,NA,NA
"DDX18","PIAS3",NA,NA,NA
"DDX18","PIAS4",NA,NA,NA
"DKC1","NSMCE2",1.91,2.71,0.43
"DKC1","PIAS1",NA,NA,NA
"DKC1","PIAS2",NA,NA,NA
"DKC1","PIAS3",NA,NA,NA
"DKC1","PIAS4",3.39,2.71,0.07
"DNTTIP2","NSMCE2",6.66,6.94,0.36
"DNTTIP2","PIAS1",NA,NA,NA
"DNTTIP2","PIAS2",NA,NA,NA
"DNTTIP2","PIAS3",NA,NA,NA
"DNTTIP2","PIAS4",NA,NA,NA
"EHMT1","NSMCE2",2.06,0.92,-0.51
"EHMT1","PIAS1",NA,NA,NA
"EHMT1","PIAS2",NA,NA,NA
"EHMT1","PIAS3",NA,NA,NA
"EHMT1","PIAS4",NA,NA,NA
"ELMSAN1","NSMCE2",2.04,3.5,0.11
"ELMSAN1","PIAS1",NA,NA,NA
"ELMSAN1","PIAS2",NA,NA,NA
"ELMSAN1","PIAS3",NA,NA,NA
"ELMSAN1","PIAS4",NA,NA,NA
"EMSY;C11orf30","NSMCE2",5.59,5.32,-0.04
"EMSY;C11orf30","PIAS1",1.3,1.19,-0.49
"EMSY;C11orf30","PIAS2",NA,NA,NA
"EMSY;C11orf30","PIAS3",NA,NA,NA
"EMSY;C11orf30","PIAS4",NA,NA,NA
"ETV6","NSMCE2",4.38,2.54,0.18
"ETV6","PIAS1",4.95,4.11,0.31
"ETV6","PIAS2",NA,NA,NA
"ETV6","PIAS3",NA,NA,NA
"ETV6","PIAS4",3.48,1.95,-0.49
"EXOSC10","NSMCE2",6.18,6.97,0.56
"EXOSC10","PIAS1",NA,NA,NA
"EXOSC10","PIAS2",NA,NA,NA
"EXOSC10","PIAS3",NA,NA,NA
"EXOSC10","PIAS4",NA,NA,NA
"FAM111A","NSMCE2",4.21,5.33,0.8
"FAM111A","PIAS1",NA,NA,NA
"FAM111A","PIAS2",NA,NA,NA
"FAM111A","PIAS3",NA,NA,NA
"FAM111A","PIAS4",NA,NA,NA
"FLOT1","NSMCE2",NA,NA,NA
"FLOT1","PIAS1",0.18,0.25,12.97
"FLOT1","PIAS2",NA,NA,NA
"FLOT1","PIAS3",NA,NA,NA
"FLOT1","PIAS4",NA,NA,NA
"FOSL2","NSMCE2",3.54,3.33,0.54
"FOSL2","PIAS1",NA,NA,NA
"FOSL2","PIAS2",NA,NA,NA
"FOSL2","PIAS3",NA,NA,NA
"FOSL2","PIAS4",NA,NA,NA
"FOXM1","NSMCE2",6.53,4.91,-0.07
"FOXM1","PIAS1",3.2,3.48,-0.47
"FOXM1","PIAS2",NA,NA,NA
"FOXM1","PIAS3",NA,NA,NA
"FOXM1","PIAS4",7.7,4.92,0.14
"FTSJ3","NSMCE2",1.04,2.66,1.25
"FTSJ3","PIAS1",NA,NA,NA
"FTSJ3","PIAS2",NA,NA,NA
"FTSJ3","PIAS3",NA,NA,NA
"FTSJ3","PIAS4",NA,NA,NA
"GSE1","NSMCE2",2.51,0.87,-0.98
"GSE1","PIAS1",NA,NA,NA
"GSE1","PIAS2",NA,NA,NA
"GSE1","PIAS3",NA,NA,NA
"GSE1","PIAS4",NA,NA,NA
"GTF2I","NSMCE2",8.15,4.51,0.16
"GTF2I","PIAS1",8.13,4.06,0.24
"GTF2I","PIAS2",6.21,2.91,0.13
"GTF2I","PIAS3",NA,NA,NA
"GTF2I","PIAS4",8.44,7.82,0.11
"GTF2IRD1","NSMCE2",8.13,5.42,-0.02
"GTF2IRD1","PIAS1",6.77,5.43,0.26
"GTF2IRD1","PIAS2",4.67,5.51,-0.12
"GTF2IRD1","PIAS3",NA,NA,NA
"GTF2IRD1","PIAS4",7.2,5.27,0.1
"HDAC1","NSMCE2",2.05,4.2,0.56
"HDAC1","PIAS1",2.82,1.59,0.7
"HDAC1","PIAS2",NA,NA,NA
"HDAC1","PIAS3",NA,NA,NA
"HDAC1","PIAS4",2.65,1.64,0.19
"HDX","NSMCE2",5.46,5.17,0.34
"HDX","PIAS1",NA,NA,NA
"HDX","PIAS2",NA,NA,NA
"HDX","PIAS3",NA,NA,NA
"HDX","PIAS4",NA,NA,NA
"HIPK1","NSMCE2",5.45,3.94,0.02
"HIPK1","PIAS1",NA,NA,NA
"HIPK1","PIAS2",NA,NA,NA
"HIPK1","PIAS3",NA,NA,NA
"HIPK1","PIAS4",4.26,4.7,0.26
"HJURP","NSMCE2",4.16,4.1,-0.01
"HJURP","PIAS1",NA,NA,NA
"HJURP","PIAS2",NA,NA,NA
"HJURP","PIAS3",NA,NA,NA
"HJURP","PIAS4",4.03,4.12,0.26
"HMBOX1","NSMCE2",6.03,5.48,0.55
"HMBOX1","PIAS1",NA,NA,NA
"HMBOX1","PIAS2",NA,NA,NA
"HMBOX1","PIAS3",NA,NA,NA
"HMBOX1","PIAS4",NA,NA,NA
"HMG20B","NSMCE2",6.5,4.95,0.01
"HMG20B","PIAS1",6.04,4.97,0.13
"HMG20B","PIAS2",1.45,1.5,-1.02
"HMG20B","PIAS3",NA,NA,NA
"HMG20B","PIAS4",6.82,7.4,0.02
"HNRNPC","NSMCE2",3.58,3.69,0.8
"HNRNPC","PIAS1",NA,NA,NA
"HNRNPC","PIAS2",2.26,1.1,0.07
"HNRNPC","PIAS3",NA,NA,NA
"HNRNPC","PIAS4",NA,NA,NA
"HNRNPM","NSMCE2",2.5,3.51,0.31
"HNRNPM","PIAS1",NA,NA,NA
"HNRNPM","PIAS2",0.47,1.81,0.38
"HNRNPM","PIAS3",NA,NA,NA
"HNRNPM","PIAS4",4.35,4.05,-0.05
"HSF1","NSMCE2",6.93,7.25,0.31
"HSF1","PIAS1",NA,NA,NA
"HSF1","PIAS2",NA,NA,NA
"HSF1","PIAS3",NA,NA,NA
"HSF1","PIAS4",4.77,4.67,0.12
"IFI16","NSMCE2",5.48,5.65,0.08
"IFI16","PIAS1",NA,NA,NA
"IFI16","PIAS2",NA,NA,NA
"IFI16","PIAS3",NA,NA,NA
"IFI16","PIAS4",6.12,5.26,0.41
"INTS12","NSMCE2",4.56,4.53,0
"INTS12","PIAS1",NA,NA,NA
"INTS12","PIAS2",NA,NA,NA
"INTS12","PIAS3",NA,NA,NA
"INTS12","PIAS4",NA,NA,NA
"KCDT1","NSMCE2",4.65,5.03,0.2
"KCDT1","PIAS1",3.97,4.27,0.54
"KCDT1","PIAS2",NA,NA,NA
"KCDT1","PIAS3",NA,NA,NA
"KCDT1","PIAS4",4.01,4.14,0.05
"KDM4A","NSMCE2",3.44,5.04,0.04
"KDM4A","PIAS1",NA,NA,NA
"KDM4A","PIAS2",NA,NA,NA
"KDM4A","PIAS3",NA,NA,NA
"KDM4A","PIAS4",NA,NA,NA
"KDM5B","NSMCE2",4.37,5.58,0.08
"KDM5B","PIAS1",NA,NA,NA
"KDM5B","PIAS2",NA,NA,NA
"KDM5B","PIAS3",NA,NA,NA
"KDM5B","PIAS4",NA,NA,NA
"KIAA1551","NSMCE2",5.42,6.28,-0.08
"KIAA1551","PIAS1",NA,NA,NA
"KIAA1551","PIAS2",NA,NA,NA
"KIAA1551","PIAS3",NA,NA,NA
"KIAA1551","PIAS4",NA,NA,NA
"KMT2E","NSMCE2",NA,NA,NA
"KMT2E","PIAS1",NA,NA,NA
"KMT2E","PIAS2",0.53,1.43,1.44
"KMT2E","PIAS3",NA,NA,NA
"KMT2E","PIAS4",NA,NA,NA
"LAS1L","NSMCE2",3.8,3.66,1.01
"LAS1L","PIAS1",NA,NA,NA
"LAS1L","PIAS2",NA,NA,NA
"LAS1L","PIAS3",NA,NA,NA
"LAS1L","PIAS4",NA,NA,NA
"LAZSUL","NSMCE2",6.73,3.64,0.11
"LAZSUL","PIAS1",NA,NA,NA
"LAZSUL","PIAS2",NA,NA,NA
"LAZSUL","PIAS3",NA,NA,NA
"LAZSUL","PIAS4",3.99,4.33,-0.06
"LMNB1","NSMCE2",1.39,2.47,1.08
"LMNB1","PIAS1",NA,NA,NA
"LMNB1","PIAS2",NA,NA,NA
"LMNB1","PIAS3",NA,NA,NA
"LMNB1","PIAS4",2.12,0.95,0.03
"LMNB2","NSMCE2",1.22,0.77,3.07
"LMNB2","PIAS1",NA,NA,NA
"LMNB2","PIAS2",NA,NA,NA
"LMNB2","PIAS3",NA,NA,NA
"LMNB2","PIAS4",NA,NA,NA
"LRRC42","NSMCE2",4.42,4.13,-0.09
"LRRC42","PIAS1",NA,NA,NA
"LRRC42","PIAS2",NA,NA,NA
"LRRC42","PIAS3",NA,NA,NA
"LRRC42","PIAS4",5.26,3.8,0.22
"MAFG","NSMCE2",4.14,3.99,-0.04
"MAFG","PIAS1",NA,NA,NA
"MAFG","PIAS2",NA,NA,NA
"MAFG","PIAS3",NA,NA,NA
"MAFG","PIAS4",NA,NA,NA
"MBD1","NSMCE2",4.74,4.75,0.15
"MBD1","PIAS1",4.31,5.57,0.8
"MBD1","PIAS2",3.57,3.89,-0.08
"MBD1","PIAS3",NA,NA,NA
"MBD1","PIAS4",4.75,4.13,0.18
"MED6","NSMCE2",2.91,3.95,0.82
"MED6","PIAS1",NA,NA,NA
"MED6","PIAS2",NA,NA,NA
"MED6","PIAS3",NA,NA,NA
"MED6","PIAS4",NA,NA,NA
"MGA","NSMCE2",7.46,7.63,0.18
"MGA","PIAS1",NA,NA,NA
"MGA","PIAS2",NA,NA,NA
"MGA","PIAS3",NA,NA,NA
"MGA","PIAS4",5.45,4.05,0.09
"MIS18BP1","NSMCE2",7.47,6.37,-0.1
"MIS18BP1","PIAS1",NA,NA,NA
"MIS18BP1","PIAS2",NA,NA,NA
"MIS18BP1","PIAS3",NA,NA,NA
"MIS18BP1","PIAS4",5.91,5.8,0.32
"MKI67","NSMCE2",0.72,1.89,-0.21
"MKI67","PIAS1",1.35,1.02,0.32
"MKI67","PIAS2",NA,NA,NA
"MKI67","PIAS3",NA,NA,NA
"MKI67","PIAS4",1.88,1.39,0.01
"MORC2","NSMCE2",3.37,1.2,-0.22
"MORC2","PIAS1",NA,NA,NA
"MORC2","PIAS2",NA,NA,NA
"MORC2","PIAS3",NA,NA,NA
"MORC2","PIAS4",NA,NA,NA
"MORC3","NSMCE2",8.37,5.54,0.06
"MORC3","PIAS1",6.06,5.91,0.08
"MORC3","PIAS2",5.22,4.21,-0.03
"MORC3","PIAS3",NA,NA,NA
"MORC3","PIAS4",7.5,6.04,0.07
"MPHOSPH10","NSMCE2",6.47,5.63,0.92
"MPHOSPH10","PIAS1",NA,NA,NA
"MPHOSPH10","PIAS2",NA,NA,NA
"MPHOSPH10","PIAS3",NA,NA,NA
"MPHOSPH10","PIAS4",NA,NA,NA
"MSANTD4","NSMCE2",8.68,6.69,0.14
"MSANTD4","PIAS1",NA,NA,NA
"MSANTD4","PIAS2",NA,NA,NA
"MSANTD4","PIAS3",NA,NA,NA
"MSANTD4","PIAS4",6.92,7.54,0.95
"NAB2","NSMCE2",7.32,4.88,0.08
"NAB2","PIAS1",3.99,3.38,-0.23
"NAB2","PIAS2",NA,NA,NA
"NAB2","PIAS3",NA,NA,NA
"NAB2","PIAS4",5.66,5.31,0.1
"NEDD8;NEDD8-MDP1","NSMCE2",1.51,0.81,2
"NEDD8;NEDD8-MDP1","PIAS1",NA,NA,NA
"NEDD8;NEDD8-MDP1","PIAS2",NA,NA,NA
"NEDD8;NEDD8-MDP1","PIAS3",NA,NA,NA
"NEDD8;NEDD8-MDP1","PIAS4",NA,NA,NA
"NFRKB","NSMCE2",3.87,4.53,0.09
"NFRKB","PIAS1",NA,NA,NA
"NFRKB","PIAS2",NA,NA,NA
"NFRKB","PIAS3",NA,NA,NA
"NFRKB","PIAS4",3.43,3.09,0.74
"NHP2","NSMCE2",4.08,4.79,1.17
"NHP2","PIAS1",NA,NA,NA
"NHP2","PIAS2",NA,NA,NA
"NHP2","PIAS3",NA,NA,NA
"NHP2","PIAS4",NA,NA,NA
"NIFK","NSMCE2",7.1,5.62,0.54
"NIFK","PIAS1",NA,NA,NA
"NIFK","PIAS2",NA,NA,NA
"NIFK","PIAS3",NA,NA,NA
"NIFK","PIAS4",NA,NA,NA
"NIPBL","NSMCE2",NA,NA,NA
"NIPBL","PIAS1",NA,NA,NA
"NIPBL","PIAS2",NA,NA,NA
"NIPBL","PIAS3",NA,NA,NA
"NIPBL","PIAS4",NA,NA,NA
"NKD1","NSMCE2",0.3,0.35,2.46
"NKD1","PIAS1",NA,NA,NA
"NKD1","PIAS2",NA,NA,NA
"NKD1","PIAS3",NA,NA,NA
"NKD1","PIAS4",NA,NA,NA
"NOL10","NSMCE2",3.84,3.49,1.31
"NOL10","PIAS1",NA,NA,NA
"NOL10","PIAS2",NA,NA,NA
"NOL10","PIAS3",NA,NA,NA
"NOL10","PIAS4",NA,NA,NA
"NOP2","NSMCE2",2.92,4.36,0.81
"NOP2","PIAS1",NA,NA,NA
"NOP2","PIAS2",NA,NA,NA
"NOP2","PIAS3",NA,NA,NA
"NOP2","PIAS4",NA,NA,NA
"NOP58","NSMCE2",7.04,4.62,0.43
"NOP58","PIAS1",1.1,2.03,0.68
"NOP58","PIAS2",NA,NA,NA
"NOP58","PIAS3",NA,NA,NA
"NOP58","PIAS4",4.33,1.82,0.13
"NPAT","NSMCE2",7.29,5.46,0.22
"NPAT","PIAS1",NA,NA,NA
"NPAT","PIAS2",NA,NA,NA
"NPAT","PIAS3",NA,NA,NA
"NPAT","PIAS4",5.6,4.99,0.25
"NR3C1","NSMCE2",1.48,0.63,-1.28
"NR3C1","PIAS1",NA,NA,NA
"NR3C1","PIAS2",NA,NA,NA
"NR3C1","PIAS3",NA,NA,NA
"NR3C1","PIAS4",2.82,1.66,0.12
"NRIP1","NSMCE2",3.4,3.05,-0.03
"NRIP1","PIAS1",NA,NA,NA
"NRIP1","PIAS2",NA,NA,NA
"NRIP1","PIAS3",NA,NA,NA
"NRIP1","PIAS4",3.12,1.43,-0.08
"PHF21A","NSMCE2",4.95,4.5,-0.15
"PHF21A","PIAS1",NA,NA,NA
"PHF21A","PIAS2",NA,NA,NA
"PHF21A","PIAS3",NA,NA,NA
"PHF21A","PIAS4",NA,NA,NA
"PIAS1","NSMCE2",7.86,6.9,0.02
"PIAS1","PIAS1",NA,NA,NA
"PIAS1","PIAS2",4.04,5.02,-0.12
"PIAS1","PIAS3",NA,NA,NA
"PIAS1","PIAS4",6.23,2.97,-0.19
"PIAS2","NSMCE2",7.49,5.96,0.02
"PIAS2","PIAS1",NA,NA,NA
"PIAS2","PIAS2",NA,NA,NA
"PIAS2","PIAS3",NA,NA,NA
"PIAS2","PIAS4",6.21,4.27,-0.04
"PIAS3","NSMCE2",7.85,4.46,0
"PIAS3","PIAS1",5.33,5.67,-0.08
"PIAS3","PIAS2",NA,NA,NA
"PIAS3","PIAS3",NA,NA,NA
"PIAS3","PIAS4",5.69,5.98,0.06
"PLOD3","NSMCE2",NA,NA,NA
"PLOD3","PIAS1",NA,NA,NA
"PLOD3","PIAS2",NA,NA,NA
"PLOD3","PIAS3",NA,NA,NA
"PLOD3","PIAS4",NA,NA,NA
"PML","NSMCE2",11.53,6.99,0.08
"PML","PIAS1",8.42,5.74,0.02
"PML","PIAS2",5.78,5.7,-0.06
"PML","PIAS3",NA,NA,NA
"PML","PIAS4",8.32,7.67,0.05
"PNN","NSMCE2",3.34,3.78,0.77
"PNN","PIAS1",NA,NA,NA
"PNN","PIAS2",NA,NA,NA
"PNN","PIAS3",NA,NA,NA
"PNN","PIAS4",NA,NA,NA
"POGZ","NSMCE2",NA,NA,NA
"POGZ","PIAS1",NA,NA,NA
"POGZ","PIAS2",NA,NA,NA
"POGZ","PIAS3",NA,NA,NA
"POGZ","PIAS4",NA,NA,NA
"POLR3D","NSMCE2",5.84,4.97,-0.01
"POLR3D","PIAS1",NA,NA,NA
"POLR3D","PIAS2",NA,NA,NA
"POLR3D","PIAS3",NA,NA,NA
"POLR3D","PIAS4",5.3,4.4,0.03
"PTRF","NSMCE2",4.04,3.72,0.06
"PTRF","PIAS1",NA,NA,NA
"PTRF","PIAS2",NA,NA,NA
"PTRF","PIAS3",NA,NA,NA
"PTRF","PIAS4",NA,NA,NA
"RAD18","NSMCE2",9.2,8.05,0.13
"RAD18","PIAS1",NA,NA,NA
"RAD18","PIAS2",NA,NA,NA
"RAD18","PIAS3",NA,NA,NA
"RAD18","PIAS4",3,2.19,0.41
"RAD54L2","NSMCE2",6.23,5.96,0.11
"RAD54L2","PIAS1",NA,NA,NA
"RAD54L2","PIAS2",NA,NA,NA
"RAD54L2","PIAS3",NA,NA,NA
"RAD54L2","PIAS4",NA,NA,NA
"RANGAP1","NSMCE2",10.51,3.78,0.14
"RANGAP1","PIAS1",7.07,4.43,-0.15
"RANGAP1","PIAS2",5.64,5.15,-0.24
"RANGAP1","PIAS3",5.31,3.18,-0.2
"RANGAP1","PIAS4",11.41,6.13,0.01
"RBBP6","NSMCE2",2.3,1.14,1.48
"RBBP6","PIAS1",NA,NA,NA
"RBBP6","PIAS2",NA,NA,NA
"RBBP6","PIAS3",NA,NA,NA
"RBBP6","PIAS4",NA,NA,NA
"RBM25","NSMCE2",7.73,5.95,0.96
"RBM25","PIAS1",NA,NA,NA
"RBM25","PIAS2",NA,NA,NA
"RBM25","PIAS3",NA,NA,NA
"RBM25","PIAS4",NA,NA,NA
"RBM28","NSMCE2",3.11,4.07,0.92
"RBM28","PIAS1",NA,NA,NA
"RBM28","PIAS2",NA,NA,NA
"RBM28","PIAS3",NA,NA,NA
"RBM28","PIAS4",NA,NA,NA
"RNF216","NSMCE2",8.91,7.56,0.04
"RNF216","PIAS1",4.27,4.52,-0.03
"RNF216","PIAS2",NA,NA,NA
"RNF216","PIAS3",NA,NA,NA
"RNF216","PIAS4",6.58,5.9,0.15
"RPL13","NSMCE2",0.59,2.17,1.53
"RPL13","PIAS1",NA,NA,NA
"RPL13","PIAS2",NA,NA,NA
"RPL13","PIAS3",NA,NA,NA
"RPL13","PIAS4",NA,NA,NA
"RPS27A","NSMCE2",2.35,3.39,-0.14
"RPS27A","PIAS1",0.61,1.47,-0.2
"RPS27A","PIAS2",NA,NA,NA
"RPS27A","PIAS3",NA,NA,NA
"RPS27A","PIAS4",0.73,2.91,-0.02
"RRP15","NSMCE2",4.8,4.61,1
"RRP15","PIAS1",NA,NA,NA
"RRP15","PIAS2",NA,NA,NA
"RRP15","PIAS3",NA,NA,NA
"RRP15","PIAS4",NA,NA,NA
"RRS1","NSMCE2",3.71,3.73,1.16
"RRS1","PIAS1",NA,NA,NA
"RRS1","PIAS2",NA,NA,NA
"RRS1","PIAS3",NA,NA,NA
"RRS1","PIAS4",NA,NA,NA
"RSF1","NSMCE2",3.31,3.83,0.93
"RSF1","PIAS1",NA,NA,NA
"RSF1","PIAS2",NA,NA,NA
"RSF1","PIAS3",NA,NA,NA
"RSF1","PIAS4",NA,NA,NA
"RSL1D1","NSMCE2",3.37,3.93,0.86
"RSL1D1","PIAS1",NA,NA,NA
"RSL1D1","PIAS2",NA,NA,NA
"RSL1D1","PIAS3",NA,NA,NA
"RSL1D1","PIAS4",NA,NA,NA
"SAFB","NSMCE2",0.26,0.61,3.28
"SAFB","PIAS1",NA,NA,NA
"SAFB","PIAS2",NA,NA,NA
"SAFB","PIAS3",NA,NA,NA
"SAFB","PIAS4",NA,NA,NA
"SAP130","NSMCE2",3.75,6.29,0.34
"SAP130","PIAS1",NA,NA,NA
"SAP130","PIAS2",NA,NA,NA
"SAP130","PIAS3",NA,NA,NA
"SAP130","PIAS4",NA,NA,NA
"SART1","NSMCE2",6.41,6.66,0.21
"SART1","PIAS1",NA,NA,NA
"SART1","PIAS2",NA,NA,NA
"SART1","PIAS3",NA,NA,NA
"SART1","PIAS4",4.44,3.21,-0.06
"SEC61A1","NSMCE2",0.77,1.46,-0.93
"SEC61A1","PIAS1",NA,NA,NA
"SEC61A1","PIAS2",0.92,2.52,0.39
"SEC61A1","PIAS3",NA,NA,NA
"SEC61A1","PIAS4",NA,NA,NA
"SETX","NSMCE2",7.68,4.18,0.05
"SETX","PIAS1",4,2.45,0.15
"SETX","PIAS2",NA,NA,NA
"SETX","PIAS3",NA,NA,NA
"SETX","PIAS4",5.48,3.23,0.18
"SKIL","NSMCE2",4.03,5.78,-0.01
"SKIL","PIAS1",3.15,5.13,1.15
"SKIL","PIAS2",NA,NA,NA
"SKIL","PIAS3",NA,NA,NA
"SKIL","PIAS4",NA,NA,NA
"SLX4","NSMCE2",9.5,8.37,0.07
"SLX4","PIAS1",4.24,5.22,0.54
"SLX4","PIAS2",NA,NA,NA
"SLX4","PIAS3",NA,NA,NA
"SLX4","PIAS4",6.08,5.17,0.32
"SLX4IP","NSMCE2",7.21,5.47,0.2
"SLX4IP","PIAS1",NA,NA,NA
"SLX4IP","PIAS2",NA,NA,NA
"SLX4IP","PIAS3",NA,NA,NA
"SLX4IP","PIAS4",4.94,4.81,0.6
"SMARCC1","NSMCE2",NA,NA,NA
"SMARCC1","PIAS1",NA,NA,NA
"SMARCC1","PIAS2",NA,NA,NA
"SMARCC1","PIAS3",NA,NA,NA
"SMARCC1","PIAS4",NA,NA,NA
"SNIP1","NSMCE2",2.1,3.38,0.4
"SNIP1","PIAS1",NA,NA,NA
"SNIP1","PIAS2",NA,NA,NA
"SNIP1","PIAS3",NA,NA,NA
"SNIP1","PIAS4",2.38,1.56,0.14
"SP100","NSMCE2",10.99,6.62,0.07
"SP100","PIAS1",4.71,3.48,0.19
"SP100","PIAS2",3.52,5.54,0.49
"SP100","PIAS3",NA,NA,NA
"SP100","PIAS4",6.81,4.96,0.15
"SPRTN","NSMCE2",5.6,4.73,0.01
"SPRTN","PIAS1",NA,NA,NA
"SPRTN","PIAS2",NA,NA,NA
"SPRTN","PIAS3",NA,NA,NA
"SPRTN","PIAS4",5,5.28,-0.01
"SREBF2","NSMCE2",NA,NA,NA
"SREBF2","PIAS1",NA,NA,NA
"SREBF2","PIAS2",NA,NA,NA
"SREBF2","PIAS3",NA,NA,NA
"SREBF2","PIAS4",NA,NA,NA
"SUMO1","NSMCE2",0.32,0.96,1.28
"SUMO1","PIAS1",NA,NA,NA
"SUMO1","PIAS2",NA,NA,NA
"SUMO1","PIAS3",NA,NA,NA
"SUMO1","PIAS4",0.66,1.88,1.12
"SUMO2","NSMCE2",2.21,2.87,0.43
"SUMO2","PIAS1",NA,NA,NA
"SUMO2","PIAS2",NA,NA,NA
"SUMO2","PIAS3",NA,NA,NA
"SUMO2","PIAS4",1.41,1.92,0.47
"SUMO3","NSMCE2",2.34,2.93,0.44
"SUMO3","PIAS1",0.78,1.23,1.46
"SUMO3","PIAS2",NA,NA,NA
"SUMO3","PIAS3",NA,NA,NA
