GENE,NSMCE2,NSMCE2,NSMCE2,PIAS1,PIAS1,PIAS1,PIAS2,PIAS2,PIAS2,PIAS3,PIAS3,PIAS3,PIAS4,PIAS4,PIAS4,ZMIZ2,ZMIZ2,ZMIZ2,ZATT,ZATT,ZATT,Z3,Z3,Z3
PHF21A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.730745762,4.88,4.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHF3,NaN,NaN,NaN,NaN,NaN,NaN,0.768970902,1.34,1.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHF6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.72216469,2.32,0.93
PHF8,1.033967563,2.36,2.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65259126,4.32,6.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHKB,NaN,NaN,NaN,NaN,NaN,NaN,-0.013275801,1.33,2.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHLDA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.736090827,2.07,0.74
PHLPP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.237816884,6.54,6.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PI4K2A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.533560341,1.73,0.71
PIAS1,0.129831733,7.1,9.39,NaN,NaN,NaN,-0.074733042,3.61,4.67,-0.423960652,2.04,2.57,0.031301996,7.23,8.06,NaN,NaN,NaN,-0.350444037,2.48,4.13,NaN,NaN,NaN
PIAS2,0.056451614,5.56,7.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09436374,6.9,8.1,NaN,NaN,NaN,0.358349085,2.54,3.49,NaN,NaN,NaN
PIAS3,0.36009818,4.68,7.91,NaN,NaN,NaN,-0.017057489,1.42,2.17,NaN,NaN,NaN,0.071013328,6.28,6.96,NaN,NaN,NaN,0.46329345,2.96,3.99,NaN,NaN,NaN
PIAS4,0.059703627,5.63,6.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIGS,NaN,NaN,NaN,0.314286602,1.5,3.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PIGT,NaN,NaN,NaN,0.737461783,1.47,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PKM,-1.563189946,2.45,2.1,1.223525002,1.68,0.9,NaN,NaN,NaN,NaN,NaN,NaN,0.126425225,3.79,4.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLEC,NaN,NaN,NaN,0.175708564,1.45,0.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLEK2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.813027007,3.65,3.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLOD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.791101214,1.56,0.44,NaN,NaN,NaN
PLRG1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.702224053,3,0.83,NaN,NaN,NaN
PML,0.107458453,3.83,8.74,-0.016381263,4.5,6.22,-0.061562048,4.44,6.92,0.177212657,4.21,5.78,-0.119166955,7.56,7.7,-0.515272643,2.21,2.88,0.270616491,5.04,7.36,-0.614008873,4.78,5.87
PNPLA6,NaN,NaN,NaN,NaN,NaN,NaN,0.132714066,1.53,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POGK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.092154464,4.98,5.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POGZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.725292917,1.54,0.54
POLD1,0.6213112,3.39,2.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.414051501,3.8,5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POLR1E,NaN,NaN,NaN,NaN,NaN,NaN,0.438440846,1.55,2.36,NaN,NaN,NaN,0.167330605,2.76,4.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POLR2C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.433758779,4.14,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POLR3D,-0.1197005,6.58,6.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.181387664,6.17,7.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POM121C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.330622753,1.65,2.28
PPIA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.553527125,2.69,1.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.194323404,1.65,0.72
PPIL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.872997091,3.97,4.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPP1CA,0.850134061,1.33,2.36,0.817446105,1.7,3.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPP2R1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.092231266,4.01,2.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPP2R4,NaN,NaN,NaN,NaN,NaN,NaN,0.576862826,1.98,2.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPP3CA,NaN,NaN,NaN,NaN,NaN,NaN,0.458848559,5.27,3.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRAME,0.480806712,1.33,0.72,NaN,NaN,NaN,NaN,NaN,NaN,-0.115231005,1.98,0.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRCP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.35261435,1.33,2.77,NaN,NaN,NaN
PRDX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.012309113,1.92,3.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRICKLE3,NaN,NaN,NaN,NaN,NaN,NaN,2.281281914,1.48,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRKACA,NaN,NaN,NaN,NaN,NaN,NaN,0.503950729,2.61,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRKCSH,NaN,NaN,NaN,NaN,NaN,NaN,-0.111495965,2.68,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRPF38A,NaN,NaN,NaN,NaN,NaN,NaN,0.15846628,2.13,0.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRPF38B,NaN,NaN,NaN,NaN,NaN,NaN,0.622163898,1.52,0.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRPF4B,-0.718007326,1.51,0.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSEN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.197291754,1.36,0.54,NaN,NaN,NaN,NaN,NaN,NaN
PSMA3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.251718762,5.19,5.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMA5,0.020722633,5.25,5.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.404523817,4.62,6.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.556639836,4.4,2.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMC2,0.969834917,1.31,1.9,1.091867645,1.41,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMC3,-0.215438261,4.77,3.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.784066789,1.76,2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.653953384,2.72,2.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD1,-0.952230491,1.75,1.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD12,1.220264897,3.92,2.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD13,NaN,NaN,NaN,NaN,NaN,NaN,0.426274478,3.39,4.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD2,0.329357775,2.18,1.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.966889496,1.66,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD3,NaN,NaN,NaN,NaN,NaN,NaN,0.470132253,1.63,1.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD6,NaN,NaN,NaN,NaN,NaN,NaN,0.849919424,1.78,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTGES2,NaN,NaN,NaN,-0.283923374,1.49,2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTK7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.041899386,1.69,0.91
PTMS,NaN,NaN,NaN,0.5289764,5.9,9.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTPN23,NaN,NaN,NaN,1.104152018,1.51,2.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTPRA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.32679674,1.33,2.12
PTPRG,NaN,NaN,NaN,NaN,NaN,NaN,0.2249546,2.15,2.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTRF,-0.224398738,4.64,5.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTRHD1,NaN,NaN,NaN,NaN,NaN,NaN,0.963036608,2.11,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTTG1IP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.631436544,2.1,0.95
PUF60,-0.421002576,2.47,2.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PVR,NaN,NaN,NaN,0.627485418,1.38,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.227906907,2.9,0.86
PVRL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.941574351,1.52,2.9
PVRL3,NaN,NaN,NaN,NaN,NaN,NaN,0.230311009,5.24,3.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.76397117,1.48,3.03
PWP2,NaN,NaN,NaN,NaN,NaN,NaN,0.331583492,2.19,1.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PYCR2,NaN,NaN,NaN,1.216062503,1.86,2.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
QRICH1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.719742206,4.08,3.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB11A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.222622691,1.99,0.49
RAB11B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.222622691,1.99,0.49
RAB13,-0.611649509,1.87,3.12,NaN,NaN,NaN,0.452838261,2.9,0.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB14,NaN,NaN,NaN,NaN,NaN,NaN,0.442328304,2.09,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.382799761,1.44,0.34
RAB18,NaN,NaN,NaN,NaN,NaN,NaN,0.689032692,1.36,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB1A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.466555418,1.37,0.41
RAB21,NaN,NaN,NaN,NaN,NaN,NaN,0.771735674,1.37,2.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB27A,4.356647982,1.74,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.325623659,3.09,0.95
RAB2A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.947033435,1.4,0.34
RAB32,NaN,NaN,NaN,NaN,NaN,NaN,0.518242988,2.66,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB34,NaN,NaN,NaN,NaN,NaN,NaN,0.949002491,1.74,0.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.124644249,1.61,0.22
RAB35,NaN,NaN,NaN,NaN,NaN,NaN,-0.061633776,2.16,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB5A,NaN,NaN,NaN,NaN,NaN,NaN,0.4163688,1.92,0.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAB5B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.545038961,1.74,0.5,NaN,NaN,NaN
RAB8A,NaN,NaN,NaN,NaN,NaN,NaN,1.009671963,2.97,0.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RABAC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.672190542,1.95,0.67
RAC1,NaN,NaN,NaN,NaN,NaN,NaN,0.602688604,2.3,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAC2,NaN,NaN,NaN,NaN,NaN,NaN,0.602688604,2.3,0.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAD18,-0.076031453,7.31,8.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.175933178,5.61,5.17,NaN,NaN,NaN,NaN,NaN,NaN,-0.352689013,4.27,4.45
RAD51C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34069679,7.58,6.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAD54L2,-0.153608263,6.08,6.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.131554703,6.54,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RALA,NaN,NaN,NaN,NaN,NaN,NaN,0.332798248,5.2,3.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9676822,2.3,1.01
RANBP2,NaN,NaN,NaN,NaN,NaN,NaN,1.292354948,1.55,0.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RANGAP1,0.013183098,6.85,10.53,0.024573617,2.02,4.43,0.095950022,5.31,7.43,0.0800809,5.61,6.12,0.122268601,5.97,10.59,-0.232953166,5.68,4.75,0.023474444,7.32,9.14,-0.134646713,7.39,10.55
RAP2A,NaN,NaN,NaN,NaN,NaN,NaN,0.947643818,1.94,0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.783002728,2.2,0.47
RAP2B,NaN,NaN,NaN,NaN,NaN,NaN,0.947643818,1.94,0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.783002728,2.2,0.47
RB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03370526,1.73,0.31
RBAK,1.007762834,1.61,2.83,NaN,NaN,NaN,-0.268905299,2.26,3.11,NaN,NaN,NaN,0.582382326,5.97,5.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBBP4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.947502835,2.09,4.08
RBBP7,NaN,NaN,NaN,0.845234776,1.87,3.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBM15B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.147056239,1.32,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBM25,0.645735858,3.87,5.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBM6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.973282078,6.52,4.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RDH11,NaN,NaN,NaN,NaN,NaN,NaN,0.41501763,2.75,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.579195817,1.93,0.45
REEP5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.509643354,1.38,1.01
REEP6,NaN,NaN,NaN,0.499362842,1.75,4.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.771182817,2.93,1.77
RELL1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.11394609,1.67,0.72
RFC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.742813038,5.92,4.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RHOA,NaN,NaN,NaN,NaN,NaN,NaN,0.094537964,1.53,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RHOG,NaN,NaN,NaN,NaN,NaN,NaN,1.454488561,1.57,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RHOT2,NaN,NaN,NaN,NaN,NaN,NaN,0.777900339,2.12,0.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RIF1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000491416,2.11,0.51
RLF,NaN,NaN,NaN,NaN,NaN,NaN,1.135985006,1.46,0.43,NaN,NaN,NaN,0.660618232,2.32,0.99,NaN,NaN,NaN,NaN,NaN,NaN,8.385879348,1.42,0.38
RNF168,0.761463967,2.85,2.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.500094596,2.41,3.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNF169,0.066795548,4.45,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26678425,5.41,4.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNF185,NaN,NaN,NaN,NaN,NaN,NaN,0.243788074,2.61,3.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNF213,NaN,NaN,NaN,NaN,NaN,NaN,0.440985967,2.27,2.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNF216,0.042983517,7.75,10.05,-0.592915942,2.03,3.26,0.129388215,6.02,6.19,0.136833779,6.29,5.99,0.116300345,7.33,10.16,NaN,NaN,NaN,0.095426804,5.96,5.14,-0.251490698,5.06,7.37
RNF219,-0.033657593,5.25,4.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.509108876,3.92,3.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNF5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.696315164,2.11,0.6
ROBO1,NaN,NaN,NaN,NaN,NaN,NaN,0.33983617,4.34,3.38,NaN,NaN,NaN,NaN,NaN,NaN,1.353586926,1.49,0.37,NaN,NaN,NaN,0.499457147,3.03,2.95
RP2,NaN,NaN,NaN,NaN,NaN,NaN,0.439777107,1.95,1.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL10,-0.428634009,1.68,1.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.305415621,1.53,3.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL10A,NaN,NaN,NaN,NaN,NaN,NaN,0.554565424,1.69,0.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.13204071,1.56,2.92,NaN,NaN,NaN,NaN,NaN,NaN,0.666566315,5.58,3.61
RPL13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.397527677,2.1,0.3,1.038406467,1.72,0.5
RPL14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.432339731,3.39,2.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RPL17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.475531269,1.44,2.22
