"GENE_NAME","Sumo","Diff","minLogP"
"DROSHA","PIAS2",NA,NA
"DROSHA","PIAS3",NA,NA
"DROSHA","PIAS4",NA,NA
"DROSHA","ZMIZ2","0.87","3.09"
"DROSHA","ZNF451",NA,NA
"DSN1","LAZSUL",NA,NA
"DSN1","NSMCE2","5.24","5.45"
"DSN1","PIAS1",NA,NA
"DSN1","PIAS2",NA,NA
"DSN1","PIAS3",NA,NA
"DSN1","PIAS4","4.1","3.12"
"DSN1","ZMIZ2",NA,NA
"DSN1","ZNF451",NA,NA
"DTL","LAZSUL",NA,NA
"DTL","NSMCE2",NA,NA
"DTL","PIAS1",NA,NA
"DTL","PIAS2",NA,NA
"DTL","PIAS3",NA,NA
"DTL","PIAS4","4.48","10.77"
"DTL","ZMIZ2",NA,NA
"DTL","ZNF451",NA,NA
"DTX3L","LAZSUL",NA,NA
"DTX3L","NSMCE2",NA,NA
"DTX3L","PIAS1",NA,NA
"DTX3L","PIAS2",NA,NA
"DTX3L","PIAS3",NA,NA
"DTX3L","PIAS4","5.9","16.07"
"DTX3L","ZMIZ2",NA,NA
"DTX3L","ZNF451",NA,NA
"DYM","LAZSUL",NA,NA
"DYM","NSMCE2",NA,NA
"DYM","PIAS1",NA,NA
"DYM","PIAS2",NA,NA
"DYM","PIAS3",NA,NA
"DYM","PIAS4",NA,NA
"DYM","ZMIZ2","2.29","3.13"
"DYM","ZNF451",NA,NA
"DYNLL1","LAZSUL",NA,NA
"DYNLL1","NSMCE2",NA,NA
"DYNLL1","PIAS1",NA,NA
"DYNLL1","PIAS2",NA,NA
"DYNLL1","PIAS3",NA,NA
"DYNLL1","PIAS4",NA,NA
"DYNLL1","ZMIZ2","2.36","4.35"
"DYNLL1","ZNF451",NA,NA
"DYRK1A","LAZSUL",NA,NA
"DYRK1A","NSMCE2",NA,NA
"DYRK1A","PIAS1",NA,NA
"DYRK1A","PIAS2",NA,NA
"DYRK1A","PIAS3",NA,NA
"DYRK1A","PIAS4",NA,NA
"DYRK1A","ZMIZ2","2.97","2.39"
"DYRK1A","ZNF451",NA,NA
"E4F1","LAZSUL",NA,NA
"E4F1","NSMCE2",NA,NA
"E4F1","PIAS1",NA,NA
"E4F1","PIAS2",NA,NA
"E4F1","PIAS3",NA,NA
"E4F1","PIAS4","4.36","8.32"
"E4F1","ZMIZ2",NA,NA
"E4F1","ZNF451",NA,NA
"EBNA1BP2","LAZSUL",NA,NA
"EBNA1BP2","NSMCE2",NA,NA
"EBNA1BP2","PIAS1",NA,NA
"EBNA1BP2","PIAS2",NA,NA
"EBNA1BP2","PIAS3",NA,NA
"EBNA1BP2","PIAS4",NA,NA
"EBNA1BP2","ZMIZ2","2.03","3.53"
"EBNA1BP2","ZNF451",NA,NA
"EBP","LAZSUL",NA,NA
"EBP","NSMCE2",NA,NA
"EBP","PIAS1",NA,NA
"EBP","PIAS2",NA,NA
"EBP","PIAS3",NA,NA
"EBP","PIAS4",NA,NA
"EBP","ZMIZ2","2.77","2.2"
"EBP","ZNF451",NA,NA
"ECH1","LAZSUL",NA,NA
"ECH1","NSMCE2",NA,NA
"ECH1","PIAS1","4.11","10.36"
"ECH1","PIAS2",NA,NA
"ECH1","PIAS3",NA,NA
"ECH1","PIAS4",NA,NA
"ECH1","ZMIZ2",NA,NA
"ECH1","ZNF451",NA,NA
"ECI1;DCI","LAZSUL",NA,NA
"ECI1;DCI","NSMCE2",NA,NA
"ECI1;DCI","PIAS1","3.09","3.4"
"ECI1;DCI","PIAS2",NA,NA
"ECI1;DCI","PIAS3",NA,NA
"ECI1;DCI","PIAS4",NA,NA
"ECI1;DCI","ZMIZ2",NA,NA
"ECI1;DCI","ZNF451",NA,NA
"ECT2","LAZSUL",NA,NA
"ECT2","NSMCE2",NA,NA
"ECT2","PIAS1",NA,NA
"ECT2","PIAS2",NA,NA
"ECT2","PIAS3",NA,NA
"ECT2","PIAS4","3.83","7.1"
"ECT2","ZMIZ2",NA,NA
"ECT2","ZNF451",NA,NA
"EEF1A1P5;EEF1A1","LAZSUL",NA,NA
"EEF1A1P5;EEF1A1","NSMCE2",NA,NA
"EEF1A1P5;EEF1A1","PIAS1","2.88","4.88"
"EEF1A1P5;EEF1A1","PIAS2",NA,NA
"EEF1A1P5;EEF1A1","PIAS3",NA,NA
"EEF1A1P5;EEF1A1","PIAS4",NA,NA
"EEF1A1P5;EEF1A1","ZMIZ2",NA,NA
"EEF1A1P5;EEF1A1","ZNF451",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","LAZSUL",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","NSMCE2",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","PIAS1",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","PIAS2",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","PIAS3",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","PIAS4",NA,NA
"EEF1E1;EEF1E1-BLOC1S5","ZMIZ2","1.64","3.7"
"EEF1E1;EEF1E1-BLOC1S5","ZNF451",NA,NA
"EEF1G","LAZSUL",NA,NA
"EEF1G","NSMCE2",NA,NA
"EEF1G","PIAS1",NA,NA
"EEF1G","PIAS2",NA,NA
"EEF1G","PIAS3",NA,NA
"EEF1G","PIAS4","0.96","4.09"
"EEF1G","ZMIZ2",NA,NA
"EEF1G","ZNF451",NA,NA
"EFTUD2","LAZSUL",NA,NA
"EFTUD2","NSMCE2",NA,NA
"EFTUD2","PIAS1","0.8","5.8"
"EFTUD2","PIAS2",NA,NA
"EFTUD2","PIAS3",NA,NA
"EFTUD2","PIAS4",NA,NA
"EFTUD2","ZMIZ2",NA,NA
"EFTUD2","ZNF451",NA,NA
"EHMT1","LAZSUL",NA,NA
"EHMT1","NSMCE2",NA,NA
"EHMT1","PIAS1",NA,NA
"EHMT1","PIAS2",NA,NA
"EHMT1","PIAS3",NA,NA
"EHMT1","PIAS4","2.8","4.4"
"EHMT1","ZMIZ2",NA,NA
"EHMT1","ZNF451",NA,NA
"EIF2S1","LAZSUL",NA,NA
"EIF2S1","NSMCE2",NA,NA
"EIF2S1","PIAS1",NA,NA
"EIF2S1","PIAS2",NA,NA
"EIF2S1","PIAS3",NA,NA
"EIF2S1","PIAS4","4.92","7.22"
"EIF2S1","ZMIZ2",NA,NA
"EIF2S1","ZNF451",NA,NA
"EIF3B","LAZSUL",NA,NA
"EIF3B","NSMCE2",NA,NA
"EIF3B","PIAS1","3.32","5.26"
"EIF3B","PIAS2",NA,NA
"EIF3B","PIAS3",NA,NA
"EIF3B","PIAS4",NA,NA
"EIF3B","ZMIZ2",NA,NA
"EIF3B","ZNF451",NA,NA
"EIF3E","LAZSUL",NA,NA
"EIF3E","NSMCE2",NA,NA
"EIF3E","PIAS1",NA,NA
"EIF3E","PIAS2",NA,NA
"EIF3E","PIAS3",NA,NA
"EIF3E","PIAS4","0.88","4.78"
"EIF3E","ZMIZ2",NA,NA
"EIF3E","ZNF451",NA,NA
"EIF3I","LAZSUL",NA,NA
"EIF3I","NSMCE2",NA,NA
"EIF3I","PIAS1","3.71","2.92"
"EIF3I","PIAS2",NA,NA
"EIF3I","PIAS3",NA,NA
"EIF3I","PIAS4","3.97","3.34"
"EIF3I","ZMIZ2",NA,NA
"EIF3I","ZNF451",NA,NA
"EIF3K","LAZSUL",NA,NA
"EIF3K","NSMCE2",NA,NA
"EIF3K","PIAS1",NA,NA
"EIF3K","PIAS2",NA,NA
"EIF3K","PIAS3",NA,NA
"EIF3K","PIAS4","3.44","2.94"
"EIF3K","ZMIZ2",NA,NA
"EIF3K","ZNF451",NA,NA
"EIF3M","LAZSUL",NA,NA
"EIF3M","NSMCE2",NA,NA
"EIF3M","PIAS1",NA,NA
"EIF3M","PIAS2",NA,NA
"EIF3M","PIAS3",NA,NA
"EIF3M","PIAS4",NA,NA
"EIF3M","ZMIZ2","1.54","4.48"
"EIF3M","ZNF451",NA,NA
"EIF4A3","LAZSUL",NA,NA
"EIF4A3","NSMCE2",NA,NA
"EIF4A3","PIAS1","4.81","5.92"
"EIF4A3","PIAS2",NA,NA
"EIF4A3","PIAS3",NA,NA
"EIF4A3","PIAS4",NA,NA
"EIF4A3","ZMIZ2",NA,NA
"EIF4A3","ZNF451",NA,NA
"EIF4G2","LAZSUL",NA,NA
"EIF4G2","NSMCE2",NA,NA
"EIF4G2","PIAS1","1.33","3.99"
"EIF4G2","PIAS2",NA,NA
"EIF4G2","PIAS3",NA,NA
"EIF4G2","PIAS4",NA,NA
"EIF4G2","ZMIZ2",NA,NA
"EIF4G2","ZNF451",NA,NA
"EIF5B","LAZSUL",NA,NA
"EIF5B","NSMCE2",NA,NA
"EIF5B","PIAS1","2.94","3.88"
"EIF5B","PIAS2",NA,NA
"EIF5B","PIAS3",NA,NA
"EIF5B","PIAS4",NA,NA
"EIF5B","ZMIZ2",NA,NA
"EIF5B","ZNF451",NA,NA
"ELAVL1","LAZSUL",NA,NA
"ELAVL1","NSMCE2",NA,NA
"ELAVL1","PIAS1","4.76","5.48"
"ELAVL1","PIAS2",NA,NA
"ELAVL1","PIAS3",NA,NA
"ELAVL1","PIAS4",NA,NA
"ELAVL1","ZMIZ2",NA,NA
"ELAVL1","ZNF451",NA,NA
"ELF2","LAZSUL",NA,NA
"ELF2","NSMCE2",NA,NA
"ELF2","PIAS1",NA,NA
"ELF2","PIAS2",NA,NA
"ELF2","PIAS3",NA,NA
"ELF2","PIAS4","3.54","13.62"
"ELF2","ZMIZ2",NA,NA
"ELF2","ZNF451",NA,NA
"ELF4","LAZSUL",NA,NA
"ELF4","NSMCE2",NA,NA
"ELF4","PIAS1",NA,NA
"ELF4","PIAS2",NA,NA
"ELF4","PIAS3",NA,NA
"ELF4","PIAS4","3.83","10.93"
"ELF4","ZMIZ2",NA,NA
"ELF4","ZNF451",NA,NA
"ELMSAN1","LAZSUL",NA,NA
"ELMSAN1","NSMCE2",NA,NA
"ELMSAN1","PIAS1",NA,NA
"ELMSAN1","PIAS2",NA,NA
"ELMSAN1","PIAS3",NA,NA
"ELMSAN1","PIAS4","5.33","12.57"
"ELMSAN1","ZMIZ2",NA,NA
"ELMSAN1","ZNF451",NA,NA
"ELP6","LAZSUL",NA,NA
"ELP6","NSMCE2",NA,NA
"ELP6","PIAS1",NA,NA
"ELP6","PIAS2",NA,NA
"ELP6","PIAS3",NA,NA
"ELP6","PIAS4",NA,NA
"ELP6","ZMIZ2","1.41","2.4"
"ELP6","ZNF451",NA,NA
"EME1","LAZSUL",NA,NA
"EME1","NSMCE2",NA,NA
"EME1","PIAS1",NA,NA
"EME1","PIAS2",NA,NA
"EME1","PIAS3",NA,NA
"EME1","PIAS4","5.47","8.07"
"EME1","ZMIZ2",NA,NA
"EME1","ZNF451",NA,NA
"EMSY","LAZSUL",NA,NA
"EMSY","NSMCE2","3.09","4.36"
"EMSY","PIAS1",NA,NA
"EMSY","PIAS2",NA,NA
"EMSY","PIAS3",NA,NA
"EMSY","PIAS4","2.59","2.97"
"EMSY","ZMIZ2",NA,NA
"EMSY","ZNF451",NA,NA
"ENO1","LAZSUL",NA,NA
"ENO1","NSMCE2",NA,NA
"ENO1","PIAS1","4.35","3.58"
"ENO1","PIAS2",NA,NA
"ENO1","PIAS3",NA,NA
"ENO1","PIAS4",NA,NA
"ENO1","ZMIZ2",NA,NA
"ENO1","ZNF451",NA,NA
"EOGT","LAZSUL",NA,NA
"EOGT","NSMCE2","7.56","18.77"
"EOGT","PIAS1",NA,NA
"EOGT","PIAS2",NA,NA
"EOGT","PIAS3",NA,NA
"EOGT","PIAS4",NA,NA
"EOGT","ZMIZ2",NA,NA
"EOGT","ZNF451",NA,NA
"EP400","LAZSUL",NA,NA
"EP400","NSMCE2",NA,NA
"EP400","PIAS1","3.41","4.34"
"EP400","PIAS2",NA,NA
"EP400","PIAS3",NA,NA
"EP400","PIAS4",NA,NA
"EP400","ZMIZ2",NA,NA
"EP400","ZNF451",NA,NA
"EPB41L2","LAZSUL",NA,NA
"EPB41L2","NSMCE2",NA,NA
"EPB41L2","PIAS1","5.56","5.01"
"EPB41L2","PIAS2",NA,NA
"EPB41L2","PIAS3",NA,NA
"EPB41L2","PIAS4",NA,NA
"EPB41L2","ZMIZ2",NA,NA
"EPB41L2","ZNF451",NA,NA
"EPB41L3","LAZSUL",NA,NA
"EPB41L3","NSMCE2",NA,NA
"EPB41L3","PIAS1","4.8","4.61"
"EPB41L3","PIAS2",NA,NA
"EPB41L3","PIAS3",NA,NA
"EPB41L3","PIAS4",NA,NA
"EPB41L3","ZMIZ2",NA,NA
"EPB41L3","ZNF451",NA,NA
"EPHB3","LAZSUL",NA,NA
"EPHB3","NSMCE2",NA,NA
"EPHB3","PIAS1",NA,NA
"EPHB3","PIAS2",NA,NA
"EPHB3","PIAS3",NA,NA
"EPHB3","PIAS4",NA,NA
"EPHB3","ZMIZ2","3.24","2.89"
"EPHB3","ZNF451",NA,NA
"ERCC2","LAZSUL",NA,NA
"ERCC2","NSMCE2",NA,NA
"ERCC2","PIAS1",NA,NA
"ERCC2","PIAS2",NA,NA
"ERCC2","PIAS3",NA,NA
"ERCC2","PIAS4",NA,NA
"ERCC2","ZMIZ2","2.68","2.65"
"ERCC2","ZNF451",NA,NA
"ERCC4","LAZSUL",NA,NA
"ERCC4","NSMCE2","4.04","4.46"
"ERCC4","PIAS1",NA,NA
"ERCC4","PIAS2",NA,NA
"ERCC4","PIAS3",NA,NA
"ERCC4","PIAS4",NA,NA
"ERCC4","ZMIZ2",NA,NA
"ERCC4","ZNF451",NA,NA
"ERH","LAZSUL",NA,NA
"ERH","NSMCE2",NA,NA
"ERH","PIAS1","5.15","5.85"
"ERH","PIAS2",NA,NA
"ERH","PIAS3",NA,NA
"ERH","PIAS4",NA,NA
"ERH","ZMIZ2",NA,NA
"ERH","ZNF451",NA,NA
"ERP29","LAZSUL",NA,NA
"ERP29","NSMCE2",NA,NA
"ERP29","PIAS1","3.87","4.89"
"ERP29","PIAS2",NA,NA
"ERP29","PIAS3",NA,NA
"ERP29","PIAS4",NA,NA
"ERP29","ZMIZ2",NA,NA
"ERP29","ZNF451",NA,NA
"ESCO2","LAZSUL",NA,NA
"ESCO2","NSMCE2",NA,NA
"ESCO2","PIAS1",NA,NA
"ESCO2","PIAS2",NA,NA
"ESCO2","PIAS3",NA,NA
"ESCO2","PIAS4","5.32","8.33"
"ESCO2","ZMIZ2",NA,NA
"ESCO2","ZNF451",NA,NA
"ESRRA","LAZSUL",NA,NA
"ESRRA","NSMCE2",NA,NA
"ESRRA","PIAS1",NA,NA
"ESRRA","PIAS2",NA,NA
"ESRRA","PIAS3",NA,NA
"ESRRA","PIAS4","5.59","15.38"
"ESRRA","ZMIZ2",NA,NA
"ESRRA","ZNF451",NA,NA
"ETNK1","LAZSUL",NA,NA
"ETNK1","NSMCE2",NA,NA
"ETNK1","PIAS1",NA,NA
"ETNK1","PIAS2",NA,NA
"ETNK1","PIAS3",NA,NA
"ETNK1","PIAS4",NA,NA
"ETNK1","ZMIZ2","3.71","7.85"
"ETNK1","ZNF451",NA,NA
"ETS1","LAZSUL",NA,NA
"ETS1","NSMCE2",NA,NA
"ETS1","PIAS1",NA,NA
"ETS1","PIAS2",NA,NA
"ETS1","PIAS3",NA,NA
"ETS1","PIAS4","6.67","7.88"
"ETS1","ZMIZ2",NA,NA
"ETS1","ZNF451",NA,NA
"ETV4","LAZSUL",NA,NA
"ETV4","NSMCE2",NA,NA
"ETV4","PIAS1",NA,NA
"ETV4","PIAS2",NA,NA
"ETV4","PIAS3",NA,NA
"ETV4","PIAS4","5.14","15.38"
"ETV4","ZMIZ2",NA,NA
"ETV4","ZNF451",NA,NA
"ETV5;ETV1","LAZSUL",NA,NA
"ETV5;ETV1","NSMCE2",NA,NA
"ETV5;ETV1","PIAS1",NA,NA
"ETV5;ETV1","PIAS2",NA,NA
"ETV5;ETV1","PIAS3",NA,NA
"ETV5;ETV1","PIAS4","5.87","18.55"
"ETV5;ETV1","ZMIZ2",NA,NA
"ETV5;ETV1","ZNF451",NA,NA
"ETV6","LAZSUL",NA,NA
"ETV6","NSMCE2",NA,NA
"ETV6","PIAS1",NA,NA
"ETV6","PIAS2",NA,NA
"ETV6","PIAS3",NA,NA
"ETV6","PIAS4","2.74","2.72"
"ETV6","ZMIZ2",NA,NA
"ETV6","ZNF451",NA,NA
"EVI5","LAZSUL",NA,NA
"EVI5","NSMCE2",NA,NA
"EVI5","PIAS1",NA,NA
"EVI5","PIAS2",NA,NA
"EVI5","PIAS3",NA,NA
"EVI5","PIAS4",NA,NA
"EVI5","ZMIZ2","1.95","2.81"
"EVI5","ZNF451",NA,NA
"EXOC3","LAZSUL",NA,NA
"EXOC3","NSMCE2",NA,NA
"EXOC3","PIAS1",NA,NA
"EXOC3","PIAS2",NA,NA
"EXOC3","PIAS3",NA,NA
"EXOC3","PIAS4","2.51","2.99"
"EXOC3","ZMIZ2",NA,NA
"EXOC3","ZNF451",NA,NA
"EXOSC9","LAZSUL",NA,NA
"EXOSC9","NSMCE2","3.55","4.84"
"EXOSC9","PIAS1",NA,NA
"EXOSC9","PIAS2",NA,NA
"EXOSC9","PIAS3",NA,NA
"EXOSC9","PIAS4",NA,NA
"EXOSC9","ZMIZ2",NA,NA
"EXOSC9","ZNF451",NA,NA
"EZR","LAZSUL",NA,NA
"EZR","NSMCE2",NA,NA
"EZR","PIAS1","4.8","9.35"
"EZR","PIAS2",NA,NA
"EZR","PIAS3",NA,NA
"EZR","PIAS4",NA,NA
"EZR","ZMIZ2",NA,NA
"EZR","ZNF451",NA,NA
"FABP5","LAZSUL",NA,NA
"FABP5","NSMCE2",NA,NA
"FABP5","PIAS1","4.45","4.66"
"FABP5","PIAS2",NA,NA
"FABP5","PIAS3",NA,NA
"FABP5","PIAS4",NA,NA
"FABP5","ZMIZ2",NA,NA
"FABP5","ZNF451",NA,NA
"FADS3","LAZSUL",NA,NA
"FADS3","NSMCE2",NA,NA
"FADS3","PIAS1",NA,NA
"FADS3","PIAS2",NA,NA
"FADS3","PIAS3",NA,NA
"FADS3","PIAS4",NA,NA
"FADS3","ZMIZ2","2.59","2.36"
"FADS3","ZNF451",NA,NA
"FAM126A","LAZSUL",NA,NA
"FAM126A","NSMCE2",NA,NA
"FAM126A","PIAS1",NA,NA
"FAM126A","PIAS2",NA,NA
"FAM126A","PIAS3",NA,NA
"FAM126A","PIAS4",NA,NA
"FAM126A","ZMIZ2","2.8","4.01"
"FAM126A","ZNF451",NA,NA
"FAM210B","LAZSUL",NA,NA
"FAM210B","NSMCE2",NA,NA
"FAM210B","PIAS1",NA,NA
"FAM210B","PIAS2",NA,NA
"FAM210B","PIAS3",NA,NA
"FAM210B","PIAS4",NA,NA
"FAM210B","ZMIZ2","2.44","1.97"
"FAM210B","ZNF451",NA,NA
"FAM49B","LAZSUL",NA,NA
"FAM49B","NSMCE2",NA,NA
"FAM49B","PIAS1",NA,NA
"FAM49B","PIAS2",NA,NA
"FAM49B","PIAS3",NA,NA
"FAM49B","PIAS4",NA,NA
"FAM49B","ZMIZ2","1.08","4.17"
"FAM49B","ZNF451",NA,NA
"FAM57A","LAZSUL",NA,NA
"FAM57A","NSMCE2",NA,NA
"FAM57A","PIAS1",NA,NA
"FAM57A","PIAS2",NA,NA
"FAM57A","PIAS3",NA,NA
"FAM57A","PIAS4",NA,NA
"FAM57A","ZMIZ2","3.39","4.95"
"FAM57A","ZNF451",NA,NA
"FAM58A","LAZSUL",NA,NA
"FAM58A","NSMCE2",NA,NA
"FAM58A","PIAS1",NA,NA
"FAM58A","PIAS2",NA,NA
"FAM58A","PIAS3",NA,NA
"FAM58A","PIAS4",NA,NA
"FAM58A","ZMIZ2","1.88","2.77"
"FAM58A","ZNF451",NA,NA
"FANCA","LAZSUL",NA,NA
"FANCA","NSMCE2",NA,NA
"FANCA","PIAS1",NA,NA
"FANCA","PIAS2",NA,NA
"FANCA","PIAS3",NA,NA
"FANCA","PIAS4",NA,NA
"FANCA","ZMIZ2","2.56","2"
"FANCA","ZNF451",NA,NA
"FAS","LAZSUL",NA,NA
"FAS","NSMCE2",NA,NA
"FAS","PIAS1",NA,NA
"FAS","PIAS2",NA,NA
"FAS","PIAS3",NA,NA
"FAS","PIAS4",NA,NA
"FAS","ZMIZ2","1.95","2.08"
"FAS","ZNF451",NA,NA
"FASTKD3","LAZSUL",NA,NA
"FASTKD3","NSMCE2",NA,NA
"FASTKD3","PIAS1",NA,NA
"FASTKD3","PIAS2",NA,NA
"FASTKD3","PIAS3",NA,NA
"FASTKD3","PIAS4",NA,NA
"FASTKD3","ZMIZ2","1.82","2.32"
"FASTKD3","ZNF451",NA,NA
"FAT1","LAZSUL",NA,NA
"FAT1","NSMCE2",NA,NA
"FAT1","PIAS1",NA,NA
"FAT1","PIAS2",NA,NA
"FAT1","PIAS3",NA,NA
"FAT1","PIAS4","11.78","26.77"
"FAT1","ZMIZ2",NA,NA
"FAT1","ZNF451",NA,NA
"FDXR","LAZSUL",NA,NA
"FDXR","NSMCE2",NA,NA
"FDXR","PIAS1","4.45","4.34"
"FDXR","PIAS2",NA,NA
"FDXR","PIAS3",NA,NA
"FDXR","PIAS4",NA,NA
"FDXR","ZMIZ2",NA,NA
"FDXR","ZNF451",NA,NA
"FEN1","LAZSUL",NA,NA
"FEN1","NSMCE2",NA,NA
"FEN1","PIAS1",NA,NA
"FEN1","PIAS2",NA,NA
"FEN1","PIAS3",NA,NA
"FEN1","PIAS4","4.78","3.82"
"FEN1","ZMIZ2",NA,NA
"FEN1","ZNF451",NA,NA
"FH","LAZSUL",NA,NA
"FH","NSMCE2",NA,NA
"FH","PIAS1","4.84","4.75"
"FH","PIAS2",NA,NA
"FH","PIAS3",NA,NA
"FH","PIAS4",NA,NA
"FH","ZMIZ2",NA,NA
"FH","ZNF451",NA,NA
"FKBP4","LAZSUL",NA,NA
"FKBP4","NSMCE2",NA,NA
"FKBP4","PIAS1","4.51","7.25"
"FKBP4","PIAS2",NA,NA
"FKBP4","PIAS3",NA,NA
"FKBP4","PIAS4",NA,NA
"FKBP4","ZMIZ2",NA,NA
"FKBP4","ZNF451",NA,NA
"FKBP9","LAZSUL",NA,NA
"FKBP9","NSMCE2",NA,NA
"FKBP9","PIAS1",NA,NA
"FKBP9","PIAS2",NA,NA
"FKBP9","PIAS3",NA,NA
"FKBP9","PIAS4","5.03","12.48"
"FKBP9","ZMIZ2",NA,NA
"FKBP9","ZNF451",NA,NA
"FLNA","LAZSUL",NA,NA
"FLNA","NSMCE2",NA,NA
"FLNA","PIAS1","1.32","3.99"
"FLNA","PIAS2",NA,NA
"FLNA","PIAS3",NA,NA
"FLNA","PIAS4",NA,NA
"FLNA","ZMIZ2",NA,NA
"FLNA","ZNF451",NA,NA
"FLNC","LAZSUL",NA,NA
"FLNC","NSMCE2",NA,NA
"FLNC","PIAS1","1.86","3.29"
"FLNC","PIAS2",NA,NA
"FLNC","PIAS3",NA,NA
"FLNC","PIAS4",NA,NA
"FLNC","ZMIZ2",NA,NA
"FLNC","ZNF451",NA,NA
"FMNL3","LAZSUL",NA,NA
"FMNL3","NSMCE2",NA,NA
"FMNL3","PIAS1",NA,NA
"FMNL3","PIAS2",NA,NA
"FMNL3","PIAS3",NA,NA
"FMNL3","PIAS4",NA,NA
"FMNL3","ZMIZ2","1.48","3.08"
"FMNL3","ZNF451",NA,NA
"FOCAD","LAZSUL",NA,NA
"FOCAD","NSMCE2",NA,NA
"FOCAD","PIAS1",NA,NA
"FOCAD","PIAS2",NA,NA
"FOCAD","PIAS3",NA,NA
"FOCAD","PIAS4",NA,NA
"FOCAD","ZMIZ2","1.33","2.76"
"FOCAD","ZNF451",NA,NA
"FOS","LAZSUL",NA,NA
"FOS","NSMCE2",NA,NA
"FOS","PIAS1",NA,NA
"FOS","PIAS2",NA,NA
"FOS","PIAS3",NA,NA
"FOS","PIAS4","5.97","15.7"
"FOS","ZMIZ2",NA,NA
"FOS","ZNF451",NA,NA
"FOSL2","LAZSUL",NA,NA
"FOSL2","NSMCE2",NA,NA
"FOSL2","PIAS1",NA,NA
"FOSL2","PIAS2",NA,NA
"FOSL2","PIAS3",NA,NA
"FOSL2","PIAS4","3.42","7.05"
"FOSL2","ZMIZ2",NA,NA
"FOSL2","ZNF451",NA,NA
"FOXK2","LAZSUL",NA,NA
"FOXK2","NSMCE2",NA,NA
"FOXK2","PIAS1",NA,NA
"FOXK2","PIAS2",NA,NA
"FOXK2","PIAS3",NA,NA
"FOXK2","PIAS4","5.95","17.76"
"FOXK2","ZMIZ2",NA,NA
"FOXK2","ZNF451",NA,NA
"FOXM1","LAZSUL",NA,NA
"FOXM1","NSMCE2",NA,NA
"FOXM1","PIAS1",NA,NA
"FOXM1","PIAS2",NA,NA
"FOXM1","PIAS3",NA,NA
"FOXM1","PIAS4","7.9","6.05"
"FOXM1","ZMIZ2",NA,NA
"FOXM1","ZNF451",NA,NA
"FRYL","LAZSUL",NA,NA
"FRYL","NSMCE2",NA,NA
"FRYL","PIAS1",NA,NA
"FRYL","PIAS2",NA,NA
"FRYL","PIAS3",NA,NA
"FRYL","PIAS4",NA,NA
"FRYL","ZMIZ2","2.11","2.55"
"FRYL","ZNF451",NA,NA
"FSCN1","LAZSUL",NA,NA
"FSCN1","NSMCE2",NA,NA
"FSCN1","PIAS1","3.17","3.09"
"FSCN1","PIAS2",NA,NA
"FSCN1","PIAS3",NA,NA
"FSCN1","PIAS4",NA,NA
"FSCN1","ZMIZ2",NA,NA
"FSCN1","ZNF451",NA,NA
"FTSJ3","LAZSUL",NA,NA
"FTSJ3","NSMCE2",NA,NA
"FTSJ3","PIAS1","1","4.55"
"FTSJ3","PIAS2",NA,NA
"FTSJ3","PIAS3",NA,NA
"FTSJ3","PIAS4",NA,NA
"FTSJ3","ZMIZ2",NA,NA
"FTSJ3","ZNF451",NA,NA
"FXR1","LAZSUL",NA,NA
"FXR1","NSMCE2",NA,NA
"FXR1","PIAS1","3.76","8.52"
"FXR1","PIAS2",NA,NA
"FXR1","PIAS3",NA,NA
"FXR1","PIAS4",NA,NA
"FXR1","ZMIZ2",NA,NA
"FXR1","ZNF451",NA,NA
"GALNT1","LAZSUL",NA,NA
"GALNT1","NSMCE2",NA,NA
"GALNT1","PIAS1",NA,NA
"GALNT1","PIAS2",NA,NA
"GALNT1","PIAS3","3.26","5.22"
"GALNT1","PIAS4",NA,NA
"GALNT1","ZMIZ2",NA,NA
"GALNT1","ZNF451",NA,NA
"GALNT14","LAZSUL",NA,NA
"GALNT14","NSMCE2",NA,NA
"GALNT14","PIAS1",NA,NA
"GALNT14","PIAS2",NA,NA
"GALNT14","PIAS3","3.06","5.82"
"GALNT14","PIAS4",NA,NA
"GALNT14","ZMIZ2",NA,NA
"GALNT14","ZNF451",NA,NA
"GANAB","LAZSUL",NA,NA
"GANAB","NSMCE2",NA,NA
"GANAB","PIAS1",NA,NA
"GANAB","PIAS2",NA,NA
"GANAB","PIAS3",NA,NA
"GANAB","PIAS4",NA,NA
"GANAB","ZMIZ2","2.02","2.83"
"GANAB","ZNF451",NA,NA
"GAPDH","LAZSUL",NA,NA
"GAPDH","NSMCE2",NA,NA
"GAPDH","PIAS1","2.87","3.34"
"GAPDH","PIAS2",NA,NA
"GAPDH","PIAS3",NA,NA
"GAPDH","PIAS4",NA,NA
"GAPDH","ZMIZ2",NA,NA
"GAPDH","ZNF451",NA,NA
"GARS","LAZSUL",NA,NA
"GARS","NSMCE2",NA,NA
"GARS","PIAS1","3.65","9.74"
"GARS","PIAS2",NA,NA
"GARS","PIAS3",NA,NA
"GARS","PIAS4",NA,NA
"GARS","ZMIZ2",NA,NA
"GARS","ZNF451",NA,NA
"GLI3","LAZSUL",NA,NA
