"GENE_NAME","Sumo","Diff","minLogP"
"CALR","PIAS2",NA,NA
"CALR","PIAS3",NA,NA
"CALR","PIAS4",NA,NA
"CALR","ZMIZ2",NA,NA
"CALR","ZNF451",NA,NA
"CAMSAP2","LAZSUL",NA,NA
"CAMSAP2","NSMCE2",NA,NA
"CAMSAP2","PIAS1",NA,NA
"CAMSAP2","PIAS2",NA,NA
"CAMSAP2","PIAS3",NA,NA
"CAMSAP2","PIAS4",NA,NA
"CAMSAP2","ZMIZ2","2.36","4.47"
"CAMSAP2","ZNF451",NA,NA
"CAP1","LAZSUL",NA,NA
"CAP1","NSMCE2",NA,NA
"CAP1","PIAS1","3.63","4.66"
"CAP1","PIAS2",NA,NA
"CAP1","PIAS3",NA,NA
"CAP1","PIAS4",NA,NA
"CAP1","ZMIZ2",NA,NA
"CAP1","ZNF451",NA,NA
"CAPZA1","LAZSUL",NA,NA
"CAPZA1","NSMCE2",NA,NA
"CAPZA1","PIAS1",NA,NA
"CAPZA1","PIAS2",NA,NA
"CAPZA1","PIAS3",NA,NA
"CAPZA1","PIAS4","4.35","6.04"
"CAPZA1","ZMIZ2",NA,NA
"CAPZA1","ZNF451",NA,NA
"CASP8AP2","LAZSUL",NA,NA
"CASP8AP2","NSMCE2","4.62","3.48"
"CASP8AP2","PIAS1",NA,NA
"CASP8AP2","PIAS2",NA,NA
"CASP8AP2","PIAS3",NA,NA
"CASP8AP2","PIAS4",NA,NA
"CASP8AP2","ZMIZ2",NA,NA
"CASP8AP2","ZNF451",NA,NA
"CBX2","LAZSUL",NA,NA
"CBX2","NSMCE2","4.63","7.23"
"CBX2","PIAS1",NA,NA
"CBX2","PIAS2",NA,NA
"CBX2","PIAS3",NA,NA
"CBX2","PIAS4",NA,NA
"CBX2","ZMIZ2",NA,NA
"CBX2","ZNF451",NA,NA
"CCAR1","LAZSUL",NA,NA
"CCAR1","NSMCE2",NA,NA
"CCAR1","PIAS1","3.53","3.99"
"CCAR1","PIAS2",NA,NA
"CCAR1","PIAS3",NA,NA
"CCAR1","PIAS4",NA,NA
"CCAR1","ZMIZ2",NA,NA
"CCAR1","ZNF451",NA,NA
"CCDC85C","LAZSUL",NA,NA
"CCDC85C","NSMCE2",NA,NA
"CCDC85C","PIAS1",NA,NA
"CCDC85C","PIAS2",NA,NA
"CCDC85C","PIAS3",NA,NA
"CCDC85C","PIAS4",NA,NA
"CCDC85C","ZMIZ2","2.58","4.73"
"CCDC85C","ZNF451",NA,NA
"CCNE1","LAZSUL",NA,NA
"CCNE1","NSMCE2",NA,NA
"CCNE1","PIAS1",NA,NA
"CCNE1","PIAS2",NA,NA
"CCNE1","PIAS3",NA,NA
"CCNE1","PIAS4",NA,NA
"CCNE1","ZMIZ2","2.17","2.13"
"CCNE1","ZNF451",NA,NA
"CCSER2","LAZSUL",NA,NA
"CCSER2","NSMCE2",NA,NA
"CCSER2","PIAS1",NA,NA
"CCSER2","PIAS2",NA,NA
"CCSER2","PIAS3",NA,NA
"CCSER2","PIAS4",NA,NA
"CCSER2","ZMIZ2","2.65","4.53"
"CCSER2","ZNF451",NA,NA
"CCT2","LAZSUL",NA,NA
"CCT2","NSMCE2",NA,NA
"CCT2","PIAS1","4.23","3.24"
"CCT2","PIAS2",NA,NA
"CCT2","PIAS3",NA,NA
"CCT2","PIAS4",NA,NA
"CCT2","ZMIZ2",NA,NA
"CCT2","ZNF451",NA,NA
"CCT4","LAZSUL",NA,NA
"CCT4","NSMCE2",NA,NA
"CCT4","PIAS1","4.03","3.22"
"CCT4","PIAS2",NA,NA
"CCT4","PIAS3",NA,NA
"CCT4","PIAS4",NA,NA
"CCT4","ZMIZ2",NA,NA
"CCT4","ZNF451",NA,NA
"CCT5","LAZSUL",NA,NA
"CCT5","NSMCE2",NA,NA
"CCT5","PIAS1","4.81","4.11"
"CCT5","PIAS2",NA,NA
"CCT5","PIAS3",NA,NA
"CCT5","PIAS4",NA,NA
"CCT5","ZMIZ2",NA,NA
"CCT5","ZNF451",NA,NA
"CCT6A","LAZSUL",NA,NA
"CCT6A","NSMCE2",NA,NA
"CCT6A","PIAS1","4.85","5.18"
"CCT6A","PIAS2",NA,NA
"CCT6A","PIAS3",NA,NA
"CCT6A","PIAS4",NA,NA
"CCT6A","ZMIZ2",NA,NA
"CCT6A","ZNF451",NA,NA
"CCT7","LAZSUL",NA,NA
"CCT7","NSMCE2",NA,NA
"CCT7","PIAS1","4.71","5.09"
"CCT7","PIAS2",NA,NA
"CCT7","PIAS3",NA,NA
"CCT7","PIAS4",NA,NA
"CCT7","ZMIZ2",NA,NA
"CCT7","ZNF451",NA,NA
"CD151","LAZSUL",NA,NA
"CD151","NSMCE2","4.13","7.83"
"CD151","PIAS1",NA,NA
"CD151","PIAS2",NA,NA
"CD151","PIAS3",NA,NA
"CD151","PIAS4",NA,NA
"CD151","ZMIZ2",NA,NA
"CD151","ZNF451",NA,NA
"CD58","LAZSUL",NA,NA
"CD58","NSMCE2",NA,NA
"CD58","PIAS1",NA,NA
"CD58","PIAS2",NA,NA
"CD58","PIAS3","3.28","4.81"
"CD58","PIAS4",NA,NA
"CD58","ZMIZ2",NA,NA
"CD58","ZNF451",NA,NA
"CD63","LAZSUL",NA,NA
"CD63","NSMCE2",NA,NA
"CD63","PIAS1",NA,NA
"CD63","PIAS2",NA,NA
"CD63","PIAS3",NA,NA
"CD63","PIAS4",NA,NA
"CD63","ZMIZ2","3.88","2.92"
"CD63","ZNF451",NA,NA
"CDC45","LAZSUL",NA,NA
"CDC45","NSMCE2",NA,NA
"CDC45","PIAS1",NA,NA
"CDC45","PIAS2",NA,NA
"CDC45","PIAS3",NA,NA
"CDC45","PIAS4","4.54","12.19"
"CDC45","ZMIZ2",NA,NA
"CDC45","ZNF451",NA,NA
"CDC7","LAZSUL",NA,NA
"CDC7","NSMCE2",NA,NA
"CDC7","PIAS1",NA,NA
"CDC7","PIAS2",NA,NA
"CDC7","PIAS3",NA,NA
"CDC7","PIAS4","5.41","6.68"
"CDC7","ZMIZ2",NA,NA
"CDC7","ZNF451",NA,NA
"CDCA7L","LAZSUL",NA,NA
"CDCA7L","NSMCE2","4.44","5.93"
"CDCA7L","PIAS1",NA,NA
"CDCA7L","PIAS2",NA,NA
"CDCA7L","PIAS3",NA,NA
"CDCA7L","PIAS4",NA,NA
"CDCA7L","ZMIZ2",NA,NA
"CDCA7L","ZNF451",NA,NA
"CDIPT","LAZSUL",NA,NA
"CDIPT","NSMCE2",NA,NA
"CDIPT","PIAS1",NA,NA
"CDIPT","PIAS2",NA,NA
"CDIPT","PIAS3",NA,NA
"CDIPT","PIAS4",NA,NA
"CDIPT","ZMIZ2","3.6","2.43"
"CDIPT","ZNF451",NA,NA
"CDK1;CDC2","LAZSUL",NA,NA
"CDK1;CDC2","NSMCE2",NA,NA
"CDK1;CDC2","PIAS1",NA,NA
"CDK1;CDC2","PIAS2",NA,NA
"CDK1;CDC2","PIAS3",NA,NA
"CDK1;CDC2","PIAS4","3.49","2.61"
"CDK1;CDC2","ZMIZ2",NA,NA
"CDK1;CDC2","ZNF451",NA,NA
"CDK11B","LAZSUL",NA,NA
"CDK11B","NSMCE2","6.5","4.65"
"CDK11B","PIAS1",NA,NA
"CDK11B","PIAS2",NA,NA
"CDK11B","PIAS3",NA,NA
"CDK11B","PIAS4","5.27","2.94"
"CDK11B","ZMIZ2",NA,NA
"CDK11B","ZNF451",NA,NA
"CDX2","LAZSUL",NA,NA
"CDX2","NSMCE2",NA,NA
"CDX2","PIAS1",NA,NA
"CDX2","PIAS2",NA,NA
"CDX2","PIAS3","2.59","5.46"
"CDX2","PIAS4",NA,NA
"CDX2","ZMIZ2",NA,NA
"CDX2","ZNF451",NA,NA
"CEBPB","LAZSUL",NA,NA
"CEBPB","NSMCE2",NA,NA
"CEBPB","PIAS1",NA,NA
"CEBPB","PIAS2",NA,NA
"CEBPB","PIAS3",NA,NA
"CEBPB","PIAS4","6.14","16.4"
"CEBPB","ZMIZ2",NA,NA
"CEBPB","ZNF451",NA,NA
"CFL1;CFL2","LAZSUL",NA,NA
"CFL1;CFL2","NSMCE2",NA,NA
"CFL1;CFL2","PIAS1","4.07","3.21"
"CFL1;CFL2","PIAS2",NA,NA
"CFL1;CFL2","PIAS3",NA,NA
"CFL1;CFL2","PIAS4",NA,NA
"CFL1;CFL2","ZMIZ2",NA,NA
"CFL1;CFL2","ZNF451",NA,NA
"CHD1L","LAZSUL",NA,NA
"CHD1L","NSMCE2",NA,NA
"CHD1L","PIAS1",NA,NA
"CHD1L","PIAS2",NA,NA
"CHD1L","PIAS3",NA,NA
"CHD1L","PIAS4","2.95","4.13"
"CHD1L","ZMIZ2",NA,NA
"CHD1L","ZNF451",NA,NA
"CHST3","LAZSUL",NA,NA
"CHST3","NSMCE2",NA,NA
"CHST3","PIAS1",NA,NA
"CHST3","PIAS2",NA,NA
"CHST3","PIAS3",NA,NA
"CHST3","PIAS4","2.59","3.26"
"CHST3","ZMIZ2",NA,NA
"CHST3","ZNF451",NA,NA
"CHTOP","LAZSUL",NA,NA
"CHTOP","NSMCE2",NA,NA
"CHTOP","PIAS1",NA,NA
"CHTOP","PIAS2",NA,NA
"CHTOP","PIAS3",NA,NA
"CHTOP","PIAS4",NA,NA
"CHTOP","ZMIZ2","3.33","3.59"
"CHTOP","ZNF451",NA,NA
"CITED2","LAZSUL",NA,NA
"CITED2","NSMCE2",NA,NA
"CITED2","PIAS1",NA,NA
"CITED2","PIAS2",NA,NA
"CITED2","PIAS3",NA,NA
"CITED2","PIAS4",NA,NA
"CITED2","ZMIZ2","3.33","2.72"
"CITED2","ZNF451",NA,NA
"CLCN7","LAZSUL",NA,NA
"CLCN7","NSMCE2",NA,NA
"CLCN7","PIAS1",NA,NA
"CLCN7","PIAS2",NA,NA
"CLCN7","PIAS3",NA,NA
"CLCN7","PIAS4",NA,NA
"CLCN7","ZMIZ2","2.76","3.79"
"CLCN7","ZNF451",NA,NA
"CLK2","LAZSUL",NA,NA
"CLK2","NSMCE2",NA,NA
"CLK2","PIAS1",NA,NA
"CLK2","PIAS2",NA,NA
"CLK2","PIAS3",NA,NA
"CLK2","PIAS4",NA,NA
"CLK2","ZMIZ2","1.86","2.61"
"CLK2","ZNF451",NA,NA
"CLPTM1","LAZSUL",NA,NA
"CLPTM1","NSMCE2",NA,NA
"CLPTM1","PIAS1",NA,NA
"CLPTM1","PIAS2",NA,NA
"CLPTM1","PIAS3",NA,NA
"CLPTM1","PIAS4",NA,NA
"CLPTM1","ZMIZ2","0.83","3.3"
"CLPTM1","ZNF451",NA,NA
"CMTR2","LAZSUL",NA,NA
"CMTR2","NSMCE2",NA,NA
"CMTR2","PIAS1",NA,NA
"CMTR2","PIAS2",NA,NA
"CMTR2","PIAS3",NA,NA
"CMTR2","PIAS4",NA,NA
"CMTR2","ZMIZ2","1.91","2.47"
"CMTR2","ZNF451",NA,NA
"CNEP1R1","LAZSUL",NA,NA
"CNEP1R1","NSMCE2",NA,NA
"CNEP1R1","PIAS1",NA,NA
"CNEP1R1","PIAS2",NA,NA
"CNEP1R1","PIAS3",NA,NA
"CNEP1R1","PIAS4",NA,NA
"CNEP1R1","ZMIZ2","3.07","2.4"
"CNEP1R1","ZNF451",NA,NA
"CNIH4","LAZSUL",NA,NA
"CNIH4","NSMCE2","4.42","3.53"
"CNIH4","PIAS1",NA,NA
"CNIH4","PIAS2",NA,NA
"CNIH4","PIAS3",NA,NA
"CNIH4","PIAS4",NA,NA
"CNIH4","ZMIZ2","4.58","4.73"
"CNIH4","ZNF451",NA,NA
"CNST","LAZSUL",NA,NA
"CNST","NSMCE2",NA,NA
"CNST","PIAS1",NA,NA
"CNST","PIAS2",NA,NA
"CNST","PIAS3","2.25","5.98"
"CNST","PIAS4",NA,NA
"CNST","ZMIZ2",NA,NA
"CNST","ZNF451",NA,NA
"COIL","LAZSUL",NA,NA
"COIL","NSMCE2",NA,NA
"COIL","PIAS1","4.51","7.16"
"COIL","PIAS2",NA,NA
"COIL","PIAS3",NA,NA
"COIL","PIAS4",NA,NA
"COIL","ZMIZ2",NA,NA
"COIL","ZNF451",NA,NA
"COLGALT1","LAZSUL",NA,NA
"COLGALT1","NSMCE2",NA,NA
"COLGALT1","PIAS1","3.33","3.87"
"COLGALT1","PIAS2",NA,NA
"COLGALT1","PIAS3",NA,NA
"COLGALT1","PIAS4",NA,NA
"COLGALT1","ZMIZ2",NA,NA
"COLGALT1","ZNF451",NA,NA
"COPB2","LAZSUL",NA,NA
"COPB2","NSMCE2",NA,NA
"COPB2","PIAS1",NA,NA
"COPB2","PIAS2",NA,NA
"COPB2","PIAS3",NA,NA
"COPB2","PIAS4",NA,NA
"COPB2","ZMIZ2","2.35","5.19"
"COPB2","ZNF451",NA,NA
"CORO1C","LAZSUL",NA,NA
"CORO1C","NSMCE2",NA,NA
"CORO1C","PIAS1","4.41","6.29"
"CORO1C","PIAS2",NA,NA
"CORO1C","PIAS3",NA,NA
"CORO1C","PIAS4",NA,NA
"CORO1C","ZMIZ2",NA,NA
"CORO1C","ZNF451",NA,NA
"COX15","LAZSUL",NA,NA
"COX15","NSMCE2",NA,NA
"COX15","PIAS1",NA,NA
"COX15","PIAS2",NA,NA
"COX15","PIAS3",NA,NA
"COX15","PIAS4",NA,NA
"COX15","ZMIZ2","3.16","1.97"
"COX15","ZNF451",NA,NA
"CREB3L1","LAZSUL",NA,NA
"CREB3L1","NSMCE2","3.98","2.78"
"CREB3L1","PIAS1",NA,NA
"CREB3L1","PIAS2",NA,NA
"CREB3L1","PIAS3",NA,NA
"CREB3L1","PIAS4","5.52","5.87"
"CREB3L1","ZMIZ2",NA,NA
"CREB3L1","ZNF451",NA,NA
"CREB3L2","LAZSUL",NA,NA
"CREB3L2","NSMCE2",NA,NA
"CREB3L2","PIAS1",NA,NA
"CREB3L2","PIAS2",NA,NA
"CREB3L2","PIAS3",NA,NA
"CREB3L2","PIAS4","5.96","6.71"
"CREB3L2","ZMIZ2",NA,NA
"CREB3L2","ZNF451",NA,NA
"CRNKL1","LAZSUL",NA,NA
"CRNKL1","NSMCE2",NA,NA
"CRNKL1","PIAS1",NA,NA
"CRNKL1","PIAS2",NA,NA
"CRNKL1","PIAS3",NA,NA
"CRNKL1","PIAS4",NA,NA
"CRNKL1","ZMIZ2","2.35","2.27"
"CRNKL1","ZNF451",NA,NA
"CSNK1A1","LAZSUL",NA,NA
"CSNK1A1","NSMCE2",NA,NA
"CSNK1A1","PIAS1",NA,NA
"CSNK1A1","PIAS2",NA,NA
"CSNK1A1","PIAS3",NA,NA
"CSNK1A1","PIAS4",NA,NA
"CSNK1A1","ZMIZ2","1.92","3.05"
"CSNK1A1","ZNF451",NA,NA
"CSNK2B","LAZSUL",NA,NA
"CSNK2B","NSMCE2",NA,NA
"CSNK2B","PIAS1",NA,NA
"CSNK2B","PIAS2",NA,NA
"CSNK2B","PIAS3","3.41","7.64"
"CSNK2B","PIAS4",NA,NA
"CSNK2B","ZMIZ2",NA,NA
"CSNK2B","ZNF451",NA,NA
"CTNNB1","LAZSUL",NA,NA
"CTNNB1","NSMCE2",NA,NA
"CTNNB1","PIAS1","1.22","4.44"
"CTNNB1","PIAS2",NA,NA
"CTNNB1","PIAS3",NA,NA
"CTNNB1","PIAS4",NA,NA
"CTNNB1","ZMIZ2",NA,NA
"CTNNB1","ZNF451",NA,NA
"CTNNBL1","LAZSUL",NA,NA
"CTNNBL1","NSMCE2",NA,NA
"CTNNBL1","PIAS1",NA,NA
"CTNNBL1","PIAS2",NA,NA
"CTNNBL1","PIAS3",NA,NA
"CTNNBL1","PIAS4",NA,NA
"CTNNBL1","ZMIZ2","2.34","2.35"
"CTNNBL1","ZNF451",NA,NA
"CUL3","LAZSUL",NA,NA
"CUL3","NSMCE2",NA,NA
"CUL3","PIAS1",NA,NA
"CUL3","PIAS2",NA,NA
"CUL3","PIAS3",NA,NA
"CUL3","PIAS4","7.15","14.64"
"CUL3","ZMIZ2",NA,NA
"CUL3","ZNF451",NA,NA
"CXorf67","LAZSUL",NA,NA
"CXorf67","NSMCE2",NA,NA
"CXorf67","PIAS1",NA,NA
"CXorf67","PIAS2",NA,NA
"CXorf67","PIAS3",NA,NA
"CXorf67","PIAS4","4.1","7.01"
"CXorf67","ZMIZ2",NA,NA
"CXorf67","ZNF451",NA,NA
"CYBRD1","LAZSUL",NA,NA
"CYBRD1","NSMCE2",NA,NA
"CYBRD1","PIAS1",NA,NA
"CYBRD1","PIAS2",NA,NA
"CYBRD1","PIAS3",NA,NA
"CYBRD1","PIAS4",NA,NA
"CYBRD1","ZMIZ2","3.07","4.16"
"CYBRD1","ZNF451",NA,NA
"CYCS","LAZSUL",NA,NA
"CYCS","NSMCE2",NA,NA
"CYCS","PIAS1",NA,NA
"CYCS","PIAS2",NA,NA
"CYCS","PIAS3",NA,NA
"CYCS","PIAS4","1.94","6.39"
"CYCS","ZMIZ2",NA,NA
"CYCS","ZNF451",NA,NA
"CYP2S1","LAZSUL",NA,NA
"CYP2S1","NSMCE2",NA,NA
"CYP2S1","PIAS1",NA,NA
"CYP2S1","PIAS2",NA,NA
"CYP2S1","PIAS3",NA,NA
"CYP2S1","PIAS4",NA,NA
"CYP2S1","ZMIZ2","2.27","2.75"
"CYP2S1","ZNF451",NA,NA
"CYP4F11","LAZSUL",NA,NA
"CYP4F11","NSMCE2",NA,NA
"CYP4F11","PIAS1",NA,NA
"CYP4F11","PIAS2",NA,NA
"CYP4F11","PIAS3",NA,NA
"CYP4F11","PIAS4",NA,NA
"CYP4F11","ZMIZ2","2.43","3.77"
"CYP4F11","ZNF451",NA,NA
"CYP7B1","LAZSUL",NA,NA
"CYP7B1","NSMCE2",NA,NA
"CYP7B1","PIAS1",NA,NA
"CYP7B1","PIAS2",NA,NA
"CYP7B1","PIAS3",NA,NA
"CYP7B1","PIAS4",NA,NA
"CYP7B1","ZMIZ2","2.54","6.2"
"CYP7B1","ZNF451",NA,NA
"DAXX","LAZSUL",NA,NA
"DAXX","NSMCE2","4.9","5.21"
"DAXX","PIAS1",NA,NA
"DAXX","PIAS2",NA,NA
"DAXX","PIAS3",NA,NA
"DAXX","PIAS4","3.89","3.1"
"DAXX","ZMIZ2",NA,NA
"DAXX","ZNF451",NA,NA
"DCLRE1A","LAZSUL",NA,NA
"DCLRE1A","NSMCE2",NA,NA
"DCLRE1A","PIAS1",NA,NA
"DCLRE1A","PIAS2",NA,NA
"DCLRE1A","PIAS3",NA,NA
"DCLRE1A","PIAS4","2.96","4.6"
"DCLRE1A","ZMIZ2",NA,NA
"DCLRE1A","ZNF451",NA,NA
"DCTN4","LAZSUL",NA,NA
"DCTN4","NSMCE2",NA,NA
"DCTN4","PIAS1",NA,NA
"DCTN4","PIAS2",NA,NA
"DCTN4","PIAS3",NA,NA
"DCTN4","PIAS4","3.24","5.46"
"DCTN4","ZMIZ2",NA,NA
"DCTN4","ZNF451",NA,NA
"DDX1","LAZSUL",NA,NA
"DDX1","NSMCE2",NA,NA
"DDX1","PIAS1","2.98","3.1"
"DDX1","PIAS2",NA,NA
"DDX1","PIAS3",NA,NA
"DDX1","PIAS4",NA,NA
"DDX1","ZMIZ2",NA,NA
"DDX1","ZNF451",NA,NA
"DDX11","LAZSUL",NA,NA
"DDX11","NSMCE2",NA,NA
"DDX11","PIAS1",NA,NA
"DDX11","PIAS2",NA,NA
"DDX11","PIAS3",NA,NA
"DDX11","PIAS4","5.21","6.45"
"DDX11","ZMIZ2",NA,NA
"DDX11","ZNF451",NA,NA
"DDX17","LAZSUL",NA,NA
"DDX17","NSMCE2",NA,NA
"DDX17","PIAS1","4.22","3.91"
"DDX17","PIAS2",NA,NA
"DDX17","PIAS3",NA,NA
"DDX17","PIAS4",NA,NA
"DDX17","ZMIZ2",NA,NA
"DDX17","ZNF451",NA,NA
"DDX21","LAZSUL",NA,NA
"DDX21","NSMCE2",NA,NA
"DDX21","PIAS1","5.41","3.91"
"DDX21","PIAS2",NA,NA
"DDX21","PIAS3",NA,NA
"DDX21","PIAS4",NA,NA
"DDX21","ZMIZ2",NA,NA
"DDX21","ZNF451",NA,NA
"DDX27","LAZSUL",NA,NA
"DDX27","NSMCE2",NA,NA
"DDX27","PIAS1","3.82","5.04"
"DDX27","PIAS2",NA,NA
"DDX27","PIAS3",NA,NA
"DDX27","PIAS4",NA,NA
"DDX27","ZMIZ2",NA,NA
"DDX27","ZNF451",NA,NA
"DDX3X","LAZSUL",NA,NA
"DDX3X","NSMCE2",NA,NA
"DDX3X","PIAS1","5.14","8.13"
"DDX3X","PIAS2",NA,NA
"DDX3X","PIAS3",NA,NA
"DDX3X","PIAS4",NA,NA
"DDX3X","ZMIZ2",NA,NA
"DDX3X","ZNF451",NA,NA
"DDX43","LAZSUL",NA,NA
"DDX43","NSMCE2",NA,NA
"DDX43","PIAS1",NA,NA
"DDX43","PIAS2",NA,NA
"DDX43","PIAS3",NA,NA
"DDX43","PIAS4","4.1","13.57"
"DDX43","ZMIZ2",NA,NA
"DDX43","ZNF451",NA,NA
"DDX46","LAZSUL",NA,NA
"DDX46","NSMCE2",NA,NA
"DDX46","PIAS1","4.48","17.42"
"DDX46","PIAS2",NA,NA
"DDX46","PIAS3",NA,NA
"DDX46","PIAS4",NA,NA
"DDX46","ZMIZ2",NA,NA
"DDX46","ZNF451",NA,NA
"DDX47","LAZSUL",NA,NA
"DDX47","NSMCE2",NA,NA
"DDX47","PIAS1",NA,NA
"DDX47","PIAS2",NA,NA
"DDX47","PIAS3",NA,NA
"DDX47","PIAS4","5.54","8.03"
"DDX47","ZMIZ2",NA,NA
"DDX47","ZNF451",NA,NA
"DDX52","LAZSUL",NA,NA
"DDX52","NSMCE2",NA,NA
"DDX52","PIAS1",NA,NA
"DDX52","PIAS2",NA,NA
"DDX52","PIAS3",NA,NA
"DDX52","PIAS4","5.47","11.28"
"DDX52","ZMIZ2",NA,NA
"DDX52","ZNF451",NA,NA
"DDX54","LAZSUL",NA,NA
"DDX54","NSMCE2",NA,NA
"DDX54","PIAS1","3.53","8.44"
"DDX54","PIAS2",NA,NA
"DDX54","PIAS3",NA,NA
"DDX54","PIAS4",NA,NA
"DDX54","ZMIZ2",NA,NA
"DDX54","ZNF451",NA,NA
"DDX60L","LAZSUL",NA,NA
"DDX60L","NSMCE2",NA,NA
"DDX60L","PIAS1",NA,NA
"DDX60L","PIAS2",NA,NA
"DDX60L","PIAS3",NA,NA
"DDX60L","PIAS4",NA,NA
"DDX60L","ZMIZ2","3.17","5.88"
"DDX60L","ZNF451",NA,NA
"DECR1","LAZSUL",NA,NA
"DECR1","NSMCE2",NA,NA
"DECR1","PIAS1","4.29","13.32"
"DECR1","PIAS2",NA,NA
"DECR1","PIAS3",NA,NA
"DECR1","PIAS4",NA,NA
"DECR1","ZMIZ2",NA,NA
"DECR1","ZNF451",NA,NA
"DEPDC1","LAZSUL",NA,NA
"DEPDC1","NSMCE2",NA,NA
"DEPDC1","PIAS1",NA,NA
"DEPDC1","PIAS2",NA,NA
"DEPDC1","PIAS3",NA,NA
"DEPDC1","PIAS4",NA,NA
"DEPDC1","ZMIZ2","2.13","3.51"
"DEPDC1","ZNF451",NA,NA
"DHDDS","LAZSUL",NA,NA
"DHDDS","NSMCE2",NA,NA
"DHDDS","PIAS1",NA,NA
"DHDDS","PIAS2",NA,NA
"DHDDS","PIAS3",NA,NA
"DHDDS","PIAS4",NA,NA
"DHDDS","ZMIZ2","1.85","3.77"
"DHDDS","ZNF451",NA,NA
"DHFR","LAZSUL",NA,NA
"DHFR","NSMCE2",NA,NA
"DHFR","PIAS1",NA,NA
"DHFR","PIAS2",NA,NA
"DHFR","PIAS3",NA,NA
"DHFR","PIAS4","4.94","7.72"
"DHFR","ZMIZ2",NA,NA
"DHFR","ZNF451",NA,NA
"DHRS2","LAZSUL",NA,NA
"DHRS2","NSMCE2",NA,NA
"DHRS2","PIAS1","2.87","5.19"
"DHRS2","PIAS2",NA,NA
"DHRS2","PIAS3",NA,NA
"DHRS2","PIAS4",NA,NA
"DHRS2","ZMIZ2",NA,NA
"DHRS2","ZNF451",NA,NA
"DHX38","LAZSUL",NA,NA
"DHX38","NSMCE2",NA,NA
"DHX38","PIAS1",NA,NA
"DHX38","PIAS2",NA,NA
"DHX38","PIAS3",NA,NA
"DHX38","PIAS4","5.04","14.17"
"DHX38","ZMIZ2",NA,NA
"DHX38","ZNF451",NA,NA
"DLAT","LAZSUL",NA,NA
"DLAT","NSMCE2",NA,NA
"DLAT","PIAS1","3.05","3.27"
"DLAT","PIAS2",NA,NA
"DLAT","PIAS3",NA,NA
"DLAT","PIAS4",NA,NA
"DLAT","ZMIZ2",NA,NA
"DLAT","ZNF451",NA,NA
"DLD","LAZSUL",NA,NA
"DLD","NSMCE2",NA,NA
"DLD","PIAS1","4.53","2.87"
"DLD","PIAS2",NA,NA
"DLD","PIAS3",NA,NA
"DLD","PIAS4",NA,NA
"DLD","ZMIZ2",NA,NA
"DLD","ZNF451",NA,NA
"DLGAP5","LAZSUL",NA,NA
"DLGAP5","NSMCE2",NA,NA
"DLGAP5","PIAS1",NA,NA
"DLGAP5","PIAS2",NA,NA
"DLGAP5","PIAS3",NA,NA
"DLGAP5","PIAS4","4.25","11.21"
"DLGAP5","ZMIZ2",NA,NA
"DLGAP5","ZNF451",NA,NA
"DMAP1","LAZSUL",NA,NA
"DMAP1","NSMCE2",NA,NA
"DMAP1","PIAS1",NA,NA
"DMAP1","PIAS2",NA,NA
"DMAP1","PIAS3",NA,NA
"DMAP1","PIAS4","4.1","10.49"
"DMAP1","ZMIZ2",NA,NA
"DMAP1","ZNF451",NA,NA
"DNAJA1","LAZSUL",NA,NA
"DNAJA1","NSMCE2",NA,NA
"DNAJA1","PIAS1","4.01","3.65"
"DNAJA1","PIAS2",NA,NA
"DNAJA1","PIAS3",NA,NA
"DNAJA1","PIAS4",NA,NA
"DNAJA1","ZMIZ2",NA,NA
"DNAJA1","ZNF451",NA,NA
"DNAJC5","LAZSUL",NA,NA
"DNAJC5","NSMCE2","3.02","2.93"
"DNAJC5","PIAS1",NA,NA
"DNAJC5","PIAS2",NA,NA
"DNAJC5","PIAS3",NA,NA
"DNAJC5","PIAS4",NA,NA
"DNAJC5","ZMIZ2",NA,NA
"DNAJC5","ZNF451",NA,NA
"DNAJC7","LAZSUL",NA,NA
"DNAJC7","NSMCE2",NA,NA
"DNAJC7","PIAS1",NA,NA
"DNAJC7","PIAS2",NA,NA
"DNAJC7","PIAS3",NA,NA
"DNAJC7","PIAS4","3.09","7.79"
"DNAJC7","ZMIZ2",NA,NA
"DNAJC7","ZNF451",NA,NA
"DNAJC8","LAZSUL",NA,NA
"DNAJC8","NSMCE2",NA,NA
"DNAJC8","PIAS1",NA,NA
"DNAJC8","PIAS2",NA,NA
"DNAJC8","PIAS3",NA,NA
"DNAJC8","PIAS4","4.65","3.19"
"DNAJC8","ZMIZ2",NA,NA
"DNAJC8","ZNF451",NA,NA
"DNTTIP2","LAZSUL",NA,NA
"DNTTIP2","NSMCE2","3.74","7.1"
"DNTTIP2","PIAS1",NA,NA
"DNTTIP2","PIAS2",NA,NA
"DNTTIP2","PIAS3",NA,NA
"DNTTIP2","PIAS4",NA,NA
"DNTTIP2","ZMIZ2",NA,NA
"DNTTIP2","ZNF451",NA,NA
"DRG1","LAZSUL",NA,NA
"DRG1","NSMCE2",NA,NA
"DRG1","PIAS1",NA,NA
"DRG1","PIAS2",NA,NA
"DRG1","PIAS3",NA,NA
"DRG1","PIAS4",NA,NA
"DRG1","ZMIZ2","2.18","3.59"
"DRG1","ZNF451",NA,NA
"DROSHA","LAZSUL",NA,NA
"DROSHA","NSMCE2",NA,NA
"DROSHA","PIAS1",NA,NA
